,k1,L1,k2,L2,k3,L3,rho1,rho2,rho3
1726,3,41,1,1,1,42,0.00142061,-0.0266092,0.04100193
1727,4,41,1,1,1,42,2.169e-05,-0.00081488,0.00341429
1728,1,41,1,1,2,42,0.06797099,-0.1053363,-0.02576881
1729,2,41,1,1,2,42,-0.11269581,0.05595676,-0.03645549
1730,3,41,1,1,2,42,0.00822578,-0.08245167,0.06564814
1731,4,41,1,1,2,42,0.00060101,-0.01321253,0.02614755
1732,1,41,1,1,3,42,-0.0,0.0,-0.0
1733,2,41,1,1,3,42,0.0751824,-0.04707689,-0.05249864
1734,3,41,1,1,3,42,-0.08864227,0.0463733,0.00542845
1735,4,41,1,1,3,42,0.00277928,-0.05852048,0.0864854
1736,1,41,1,1,4,42,0.0,-0.0,0.0
1737,2,41,1,1,4,42,-0.0,0.0,-0.0
1738,3,41,1,1,4,42,0.09190741,0.02575953,-0.03991402
1739,4,41,1,1,4,42,-0.06522391,0.04942772,0.06637306
1740,1,41,1,1,5,42,-0.0,0.0,0.0
1741,2,41,1,1,5,42,0.0,-0.0,0.0
1742,3,41,1,1,5,42,-0.0,0.0,-0.0
1743,4,41,1,1,5,42,0.11309415,0.13216905,0.04419267
1744,1,42,1,1,1,41,0.02073157,-0.01095251,-0.03870673
1745,2,42,1,1,1,41,-0.028141,0.07850771,1.08e-05
1746,3,42,1,1,1,41,-0.00077945,0.0075572,0.00043733
1747,1,42,1,1,2,41,-0.08067523,0.03765204,0.02133442
1748,2,42,1,1,2,41,0.03809265,-0.03239997,0.02628663
1749,3,42,1,1,2,41,-0.01662232,0.05759013,0.01488105
1750,1,42,1,1,3,41,-0.0,-0.0,0.0
1751,2,42,1,1,3,41,-0.10062088,-0.01729028,0.02161602
1752,3,42,1,1,3,41,0.02871429,-0.01589864,0.09432754
1753,1,42,1,1,4,41,0.0,0.0,-0.0
1754,2,42,1,1,4,41,-0.0,0.0,-0.0
1755,3,42,1,1,4,41,-0.11750223,-0.09998919,-0.01634156
1756,1,42,1,1,1,42,0.02155089,-0.08105503,0.02941683
1757,2,42,1,1,1,42,0.00158439,-0.01904347,0.03087759
1758,3,42,1,1,1,42,2.654e-05,-0.0007832,0.00316659
1759,1,42,1,1,2,42,-0.01664039,0.0365221,0.01569795
1760,2,42,1,1,2,42,0.01172816,-0.05178579,0.03775082
1761,3,42,1,1,2,42,0.00077655,-0.01028959,0.02086004
1762,1,42,1,1,3,42,-0.02460232,0.02206123,0.03528837
1763,2,42,1,1,3,42,-0.01019516,0.03145398,-0.010348
1764,3,42,1,1,3,42,0.00646462,-0.04054456,0.05260659
1765,1,42,1,1,4,42,0.0,-0.0,0.0
1766,2,42,1,1,4,42,-0.02846768,-0.01393858,0.0244242
1767,3,42,1,1,4,42,-0.00901738,0.03415869,-0.02963308
1768,1,42,1,1,5,42,-0.0,0.0,-0.0
1769,2,42,1,1,5,42,-0.0,-0.0,0.0
1770,3,42,1,1,5,42,-0.03039434,-0.05696027,-0.02886106
1771,1,42,1,1,1,43,-0.08930341,-0.00113479,-0.05541075
1772,2,42,1,1,1,43,0.0063868,-0.08728883,0.08199651
1773,3,42,1,1,1,43,0.00050154,-0.01235727,0.02653664
1774,1,42,1,1,2,43,0.06976456,-0.04360267,-0.04849306
1775,2,42,1,1,2,43,-0.08868329,0.04773158,0.0047951
1776,3,42,1,1,2,43,0.00173514,-0.05764155,0.08994798
1777,1,42,1,1,3,43,-0.0,0.0,-0.0
1778,2,42,1,1,3,43,0.0913908,0.02553851,-0.03953541
1779,3,42,1,1,3,43,-0.06569859,0.05267419,0.07029276
1780,1,42,1,1,4,43,0.0,-0.0,0.0
1781,2,42,1,1,4,43,-0.0,0.0,-0.0
1782,3,42,1,1,4,43,0.11262696,0.13133516,0.04378203
1783,1,43,1,1,1,42,0.00484843,0.04132233,-0.07083424
1784,2,43,1,1,1,42,-0.05056365,0.10780969,-0.01963763
1785,3,43,1,1,1,42,-0.00196699,0.01962502,-0.00484766
1786,4,43,1,1,1,42,-1.001e-05,8.22e-05,0.00023652
1787,1,43,1,1,2,42,-0.0835031,0.08939172,0.00626782
1788,2,43,1,1,2,42,0.07326738,-0.06387333,-0.03338884
1789,3,43,1,1,2,42,-0.03081268,0.07885708,0.00061865
1790,4,43,1,1,2,42,-0.00100838,0.01000915,-0.00047468
1791,1,43,1,1,3,42,0.0,0.0,-0.0
1792,2,43,1,1,3,42,-0.09047983,0.04249278,0.02464774
1793,3,43,1,1,3,42,0.047972,-0.03741599,0.0245
1794,4,43,1,1,3,42,-0.01625118,0.05960527,0.01200061
1795,1,43,1,1,4,42,0.0,-0.0,0.0
1796,2,43,1,1,4,42,0.0,0.0,-0.0
1797,3,43,1,1,4,42,-0.10443971,-0.0181452,0.02283854
1798,4,43,1,1,4,42,0.0349083,-0.02103283,0.08604847
1799,1,43,1,1,5,42,-0.0,0.0,-0.0
1800,2,43,1,1,5,42,-0.0,-0.0,0.0
1801,3,43,1,1,5,42,-0.0,0.0,-0.0
1802,4,43,1,1,5,42,-0.12203632,-0.10449798,-0.01748745
1803,1,43,1,1,1,43,-0.03170624,0.07243215,0.02680169
1804,2,43,1,1,1,43,-0.00039661,-5.078e-05,0.00120756
1805,3,43,1,1,1,43,0.01051346,-0.05562837,0.04882722
1806,4,43,1,1,1,43,0.0006858,-0.009647,0.02095503
1807,1,43,1,1,2,43,0.0,-0.0,0.0
1808,2,43,1,1,2,43,-0.02668842,0.02393187,0.03828058
1809,3,43,1,1,2,43,-0.01044798,0.02993446,-0.01112084
1810,4,43,1,1,2,43,0.00610006,-0.03972699,0.05220424
1811,1,43,1,1,3,43,-0.0,0.0,-0.0
1812,2,43,1,1,3,43,0.0,-0.0,0.0
1813,3,43,1,1,3,43,-0.02821774,-0.0138162,0.02420976
1814,4,43,1,1,3,43,-0.00984135,0.03278387,-0.02954075
1815,1,43,1,1,4,43,0.0,-0.0,0.0
1816,2,43,1,1,4,43,-0.0,0.0,-0.0
1817,3,43,1,1,4,43,-0.0,-0.0,0.0
1818,4,43,1,1,4,43,-0.03012893,-0.05646288,-0.02860904
1819,1,43,1,1,1,44,-0.07881936,-0.07833437,-0.0680866
1820,2,43,1,1,1,44,0.01438944,-0.1226963,0.04383176
1821,3,43,1,1,1,44,0.00131065,-0.02877999,0.04668493
1822,4,43,1,1,1,44,2.48e-05,-0.00102149,0.00435959
1823,1,43,1,1,2,44,0.06484376,-0.10005353,-0.02430632
1824,2,43,1,1,2,44,-0.1135374,0.05738216,-0.04085933
1825,3,43,1,1,2,44,0.00447738,-0.07842391,0.06743918
1826,4,43,1,1,2,44,0.00055775,-0.01499201,0.03105208
1827,1,43,1,1,3,44,-0.0,0.0,-0.0
1828,2,43,1,1,3,44,0.07469441,-0.04659957,-0.05169058
1829,3,43,1,1,3,44,-0.08970755,0.05039549,0.00604276
1830,4,43,1,1,3,44,0.0005653,-0.05552644,0.09200892
1831,1,43,1,1,4,44,0.0,-0.0,0.0
1832,2,43,1,1,4,44,-0.0,0.0,-0.0
1833,3,43,1,1,4,44,0.09075613,0.02528835,-0.0391135
1834,4,43,1,1,4,44,-0.06572975,0.05582953,0.07385656
1835,1,43,1,1,5,44,-0.0,0.0,0.0
1836,2,43,1,1,5,44,0.0,-0.0,0.0
1837,3,43,1,1,5,44,-0.0,0.0,-0.0
1838,4,43,1,1,5,44,0.11178841,0.13008261,0.04323843
1839,1,44,1,1,1,43,0.03564251,-0.00981956,-0.02867775
1840,2,44,1,1,1,43,-0.02656985,0.08477697,-0.00614208
1841,3,44,1,1,1,43,-0.00093229,0.00947594,-0.0011987
1842,1,44,1,1,2,43,-0.08537262,0.04032961,0.02389685
1843,2,44,1,1,2,43,0.05368691,-0.04072982,0.02412159
1844,3,44,1,1,2,43,-0.0156465,0.06196645,0.00861461
1845,1,44,1,1,3,43,-0.0,-0.0,0.0
1846,2,44,1,1,3,43,-0.10776505,-0.01891638,0.0239572
1847,3,44,1,1,3,43,0.04074355,-0.02643271,0.07758817
1848,1,44,1,1,4,43,0.0,0.0,0.0
1849,2,44,1,1,4,43,-0.0,0.0,0.0
1850,3,44,1,1,4,43,-0.12633996,-0.10881944,-0.01860823
1851,1,44,1,1,1,44,0.01978059,-0.07877305,0.03081861
1852,2,44,1,1,1,44,0.0016167,-0.0202711,0.03357009
1853,3,44,1,1,1,44,3.131e-05,-0.0009565,0.00390095
1854,1,44,1,1,2,44,-0.01834332,0.03652216,0.01756551
1855,2,44,1,1,2,44,0.01070149,-0.04867258,0.03488737
1856,3,44,1,1,2,44,0.00082796,-0.01143037,0.02339879
1857,1,44,1,1,3,44,-0.02368155,0.02123557,0.03396767
1858,2,44,1,1,3,44,-0.01187846,0.02886344,-0.00967393
1859,3,44,1,1,3,44,0.00568549,-0.03810428,0.05050752
1860,1,44,1,1,4,44,0.0,-0.0,-0.0
1861,2,44,1,1,4,44,-0.02780643,-0.01361482,0.02385687
1862,3,44,1,1,4,44,-0.01060699,0.03124064,-0.02948687
1863,1,44,1,1,5,44,-0.0,0.0,0.0
1864,2,44,1,1,5,44,0.0,-0.0,0.0
1865,3,44,1,1,5,44,-0.02978357,-0.05581567,-0.02828111
1866,1,44,1,1,1,45,-0.09003012,-0.00368006,-0.061008
1867,2,44,1,1,1,45,0.00294548,-0.08416779,0.08729283
1868,3,44,1,1,1,45,0.0004281,-0.01350814,0.03080134
1869,1,44,1,1,2,45,0.06778318,-0.04221421,-0.04670744
1870,2,44,1,1,2,45,-0.08847681,0.05132966,0.00493828
1871,3,44,1,1,2,45,-0.00058396,-0.05424741,0.09570034
1872,1,44,1,1,3,45,-0.0,0.0,-0.0
1873,2,44,1,1,3,45,0.08957464,0.02488995,-0.0384643
1874,3,44,1,1,3,45,-0.06528808,0.05890585,0.07704536
1875,1,44,1,1,4,45,0.0,-0.0,0.0
1876,2,44,1,1,4,45,-0.0,0.0,-0.0
1877,3,44,1,1,4,45,0.11056152,0.12839354,0.04255681
1878,1,45,1,1,1,44,0.0173276,0.05426517,-0.05862101
1879,2,45,1,1,1,44,-0.04617686,0.11329109,-0.02317995
1880,3,45,1,1,1,44,-0.00227059,0.02356321,-0.00848818
1881,4,45,1,1,1,44,-1.642e-05,0.0001772,6.785e-05
1882,1,45,1,1,2,44,-0.08513615,0.09259932,0.00731637
1883,2,45,1,1,2,44,0.09101644,-0.07111497,-0.02378404
1884,3,45,1,1,2,44,-0.02903879,0.08320693,-0.00403114
1885,4,45,1,1,2,44,-0.00123302,0.01283873,-0.00266412
1886,1,45,1,1,3,44,0.0,0.0,-0.0
1887,2,45,1,1,3,44,-0.09685017,0.04600349,0.02779502
1888,3,45,1,1,3,44,0.0633591,-0.04635034,0.02199579
1889,4,45,1,1,3,44,-0.01493503,0.06323186,0.00524584
1890,1,45,1,1,4,44,0.0,-0.0,0.0
1891,2,45,1,1,4,44,0.0,-0.0,-0.0
1892,3,45,1,1,4,44,-0.11121623,-0.01971083,0.02510622
1893,4,45,1,1,4,44,0.04624527,-0.0320738,0.06891636
1894,1,45,1,1,5,44,-0.0,0.0,0.0
1895,2,45,1,1,5,44,-0.0,0.0,0.0
1896,3,45,1,1,5,44,-0.0,0.0,0.0
1897,4,45,1,1,5,44,-0.13037289,-0.11291448,-0.01969449
1898,1,45,1,1,1,45,-0.03093663,0.07067399,0.02615112
1899,2,45,1,1,1,45,-0.00093536,-0.00299142,0.00192636
1900,3,45,1,1,1,45,0.00934158,-0.05333716,0.04827403
1901,4,45,1,1,1,45,0.00069726,-0.01037251,0.02309044
1902,1,45,1,1,2,45,0.0,-0.0,0.0
1903,2,45,1,1,2,45,-0.0262102,0.02350305,0.03759465
1904,3,45,1,1,2,45,-0.01181787,0.02704995,-0.01081435
1905,4,45,1,1,2,45,0.00526662,-0.03724974,0.05001307
1906,1,45,1,1,3,45,-0.0,0.0,-0.0
1907,2,45,1,1,3,45,0.0,-0.0,0.0
1908,3,45,1,1,3,45,-0.02743047,-0.01343074,0.02353431
1909,4,45,1,1,3,45,-0.01129095,0.02956911,-0.02950044
1910,1,45,1,1,4,45,-0.0,-0.0,-0.0
1911,2,45,1,1,4,45,-0.0,0.0,-0.0
1912,3,45,1,1,4,45,-0.0,-0.0,0.0
1913,4,45,1,1,4,45,-0.02935677,-0.05501582,-0.02787583
1914,1,45,1,1,1,46,-0.07958794,-0.08695719,-0.07416995
1915,2,45,1,1,1,46,0.00826368,-0.11637701,0.0466579
1916,3,45,1,1,1,46,0.00110301,-0.03046414,0.05247224
1917,4,45,1,1,1,46,2.696e-05,-0.00125574,0.00547777
1918,1,45,1,1,2,46,0.06063481,-0.09317995,-0.02248802
1919,2,45,1,1,2,46,-0.11125898,0.05748056,-0.04480089
1920,3,45,1,1,2,46,0.00018318,-0.07278717,0.06871306
1921,4,45,1,1,2,46,0.00045351,-0.01676203,0.0366521
1922,1,45,1,1,3,46,-0.0,0.0,-0.0
1923,2,45,1,1,3,46,0.07317995,-0.04549858,-0.05021766
1924,3,45,1,1,3,46,-0.08837021,0.0538791,0.00635484
1925,4,45,1,1,3,46,-0.00190546,-0.0511515,0.09709891
1926,1,45,1,1,4,46,0.0,-0.0,0.0
1927,2,45,1,1,4,46,-0.0,0.0,-0.0
1928,3,45,1,1,4,46,0.0883482,0.02448342,-0.03780461
1929,4,45,1,1,4,46,-0.06438182,0.06182249,0.07981114
1930,1,45,1,1,5,46,0.0,0.0,0.0
1931,2,45,1,1,5,46,0.0,-0.0,0.0
1932,3,45,1,1,5,46,-0.0,0.0,-0.0
1933,4,45,1,1,5,46,0.10893437,0.126256,0.04173407
1934,1,46,1,1,1,45,0.04894493,-0.00795446,-0.018048
1935,2,46,1,1,1,45,-0.02399438,0.08994845,-0.01344369
1936,3,46,1,1,1,45,-0.00108081,0.01159377,-0.00342281
1937,1,46,1,1,2,45,-0.08901691,0.04250158,0.02614239
1938,2,46,1,1,2,45,0.06729701,-0.04944872,0.02205104
1939,3,46,1,1,2,45,-0.01396243,0.06523737,0.00108757
1940,1,46,1,1,3,45,0.0,-0.0,0.0
1941,2,46,1,1,3,45,-0.11390557,-0.02037034,0.02608341
1942,3,46,1,1,3,45,0.05124788,-0.03798108,0.06012956
1943,1,46,1,1,4,45,-0.0,0.0,-0.0
1944,2,46,1,1,4,45,-0.0,0.0,-0.0
1945,3,46,1,1,4,45,-0.13408237,-0.1167329,-0.02073467
1946,1,46,1,1,1,46,0.01774395,-0.07607239,0.03236508
1947,2,46,1,1,1,46,0.00160459,-0.02120853,0.03598867
1948,3,46,1,1,1,46,3.598e-05,-0.00114687,0.00472495
1949,1,46,1,1,2,46,-0.01978753,0.03615547,0.01939975
1950,2,46,1,1,2,46,0.00947603,-0.04513484,0.03148241
1951,3,46,1,1,2,46,0.00086341,-0.01256128,0.02598074
1952,1,46,1,1,3,46,-0.02244277,0.02012474,0.03219082
1953,2,46,1,1,3,46,-0.01334634,0.02582564,-0.00883987
1954,3,46,1,1,3,46,0.00478281,-0.0352105,0.04756845
1955,1,46,1,1,4,46,0.0,-0.0,-0.0
1956,2,46,1,1,4,46,-0.02683653,-0.01313992,0.02302473
1957,3,46,1,1,4,46,-0.01192244,0.02772152,-0.02951876
1958,1,46,1,1,5,46,-0.0,0.0,0.0
1959,2,46,1,1,5,46,-0.0,-0.0,0.0
1960,3,46,1,1,5,46,-0.02884444,-0.05405569,-0.02738934
1961,1,46,1,1,1,47,-0.08891418,-0.00638627,-0.06582568
1962,2,46,1,1,1,47,-0.00069684,-0.07969808,0.0925519
1963,3,46,1,1,1,47,0.00030328,-0.01446826,0.03538335
1964,1,46,1,1,2,47,0.0647681,-0.0402032,-0.04426722
1965,2,46,1,1,2,47,-0.08592352,0.05431474,0.00471276
1966,3,46,1,1,2,47,-0.00310791,-0.04956182,0.10114106
1967,1,46,1,1,3,47,-0.0,0.0,-0.0
1968,2,46,1,1,3,47,0.08644019,0.02389266,-0.03686267
1969,3,46,1,1,3,47,-0.06298938,0.06462486,0.08215848
1970,1,46,1,1,4,47,0.0,-0.0,-0.0
1971,2,46,1,1,4,47,-0.0,0.0,-0.0
1972,3,46,1,1,4,47,0.10688892,0.1236509,0.04076474
1973,1,47,1,1,1,46,0.02878927,0.0685465,-0.0459195
1974,2,47,1,1,1,46,-0.04019471,0.11689618,-0.02724719
1975,3,47,1,1,1,46,-0.00253221,0.02757111,-0.01300974
1976,4,47,1,1,1,46,-2.528e-05,0.00031399,-0.00020831
1977,1,47,1,1,2,46,-0.08509813,0.09385691,0.00813728
1978,2,47,1,1,2,46,0.10540634,-0.07737756,-0.01369491
1979,3,47,1,1,2,46,-0.0259103,0.08580557,-0.00917556
1980,4,47,1,1,2,46,-0.00146856,0.0161768,-0.00572999
1981,1,47,1,1,3,46,-0.0,0.0,0.0
1982,2,47,1,1,3,46,-0.10235668,0.04910893,0.0307081
1983,3,47,1,1,3,46,0.07660465,-0.05571362,0.01946696
1984,4,47,1,1,3,46,-0.01285319,0.06541613,-0.00271714
1985,1,47,1,1,4,46,0.0,-0.0,0.0
1986,2,47,1,1,4,46,0.0,-0.0,0.0
1987,3,47,1,1,4,46,-0.11687759,-0.0210797,0.02712392
1988,4,47,1,1,4,46,0.05582772,-0.044097,0.05116059
1989,1,47,1,1,5,46,-0.0,0.0,0.0
1990,2,47,1,1,5,46,0.0,-0.0,0.0
1991,3,47,1,1,5,46,-0.0,0.0,-0.0
1992,4,47,1,1,5,46,-0.13742425,-0.12023154,-0.02171819
1993,1,47,1,1,1,47,-0.02989379,0.06829164,0.02526959
1994,2,47,1,1,1,47,-0.00144959,-0.0060311,0.00280843
1995,3,47,1,1,1,47,0.00801916,-0.0506917,0.04742518
1996,4,47,1,1,1,47,0.0006871,-0.01097806,0.02512615
1997,1,47,1,1,2,47,0.0,-0.0,0.0
1998,2,47,1,1,2,47,-0.02550206,0.02286804,0.03657892
1999,3,47,1,1,2,47,-0.01292314,0.02373126,-0.01048179
2000,4,47,1,1,2,47,0.00431642,-0.03442198,0.04709716
2001,1,47,1,1,3,47,-0.0,0.0,-0.0
2002,2,47,1,1,3,47,0.0,-0.0,0.0
2003,3,47,1,1,3,47,-0.0263382,-0.01289593,0.02259719
2004,4,47,1,1,3,47,-0.01246246,0.02577353,-0.02960298
2005,1,47,1,1,4,47,0.0,-0.0,-0.0
2006,2,47,1,1,4,47,-0.0,0.0,-0.0
2007,3,47,1,1,4,47,0.0,-0.0,0.0
2008,4,47,1,1,4,47,-0.02824586,-0.05293394,-0.02682097
2009,1,47,1,1,1,48,-0.07923279,-0.09456252,-0.07911315
2010,2,47,1,1,1,48,0.00221596,-0.10849031,0.04984178
2011,3,47,1,1,1,48,0.0007856,-0.03148832,0.05818785
2012,4,47,1,1,1,48,2.73e-05,-0.00151247,0.0067728
2013,1,47,1,1,2,48,0.05545695,-0.08489982,-0.02036267
2014,2,47,1,1,2,48,-0.1058259,0.05606526,-0.04824912
2015,3,47,1,1,2,48,-0.0045719,-0.06552223,0.06945501
2016,4,47,1,1,2,48,0.00026412,-0.01842583,0.04301614
2017,1,47,1,1,3,48,-0.0,0.0,-0.0
2018,2,47,1,1,3,48,0.07051208,-0.04369986,-0.04800597
2019,3,47,1,1,3,48,-0.08450403,0.05661665,0.00633709
2020,4,47,1,1,3,48,-0.00457311,-0.04528157,0.10151113
2021,1,47,1,1,4,48,0.0,-0.0,0.0
2022,2,47,1,1,4,48,-0.0,0.0,-0.0
2023,3,47,1,1,4,48,0.0845955,0.02332423,-0.03595752
2024,4,47,1,1,4,48,-0.0611103,0.06716877,0.08399232
2025,1,47,1,1,5,48,0.0,0.0,-0.0
2026,2,47,1,1,5,48,0.0,-0.0,0.0
2027,3,47,1,1,5,48,-0.0,0.0,-0.0
2028,4,47,1,1,5,48,0.10441638,0.12056985,0.03964688
2029,1,48,1,1,1,47,0.06037496,-0.00533655,-0.00690794
2030,2,48,1,1,1,47,-0.02038916,0.09372433,-0.02205731
2031,3,48,1,1,1,47,-0.00121056,0.01385303,-0.00634548
2032,1,48,1,1,2,47,-0.09135278,0.044031,0.02795514
2033,2,48,1,1,2,47,0.07834731,-0.05841636,0.02015145
2034,3,48,1,1,2,47,-0.01149078,0.06706005,-0.00783077
2035,1,48,1,1,3,47,0.0,-0.0,0.0
2036,2,48,1,1,3,47,-0.11869848,-0.02157956,0.02789348
2037,3,48,1,1,3,47,0.0597399,-0.050478,0.04216992
2038,1,48,1,1,4,47,-0.0,0.0,-0.0
2039,2,48,1,1,4,47,-0.0,0.0,0.0
2040,3,48,1,1,4,47,-0.14033112,-0.12334649,-0.02263053
2041,1,48,1,1,1,48,0.01547472,-0.07301544,0.03404596
2042,2,48,1,1,1,48,0.001541,-0.02178434,0.03802356
2043,3,48,1,1,1,48,4.014e-05,-0.00134904,0.0056245
2044,1,48,1,1,2,48,-0.02092763,0.03540144,0.02111083
2045,2,48,1,1,2,48,0.00804389,-0.04128519,0.02760602
2046,3,48,1,1,2,48,0.00087487,-0.01364303,0.02853502
2047,1,48,1,1,3,48,-0.02087,0.01871441,0.02993492
2048,2,48,1,1,3,48,-0.01458779,0.02237898,-0.00780927
2049,3,48,1,1,3,48,0.00375852,-0.03189089,0.04369632
2050,1,48,1,1,4,48,0.0,-0.0,-0.0
2051,2,48,1,1,4,48,-0.02553619,-0.01250324,0.02190909
2052,3,48,1,1,4,48,-0.01295804,0.02363305,-0.02964144
2053,1,48,1,1,5,48,-0.0,0.0,-0.0
2054,2,48,1,1,5,48,0.0,-0.0,0.0
2055,3,48,1,1,5,48,-0.02755513,-0.05163948,-0.02616508
2056,1,48,1,1,1,49,-0.08605891,-0.00914151,-0.06969987
2057,2,48,1,1,1,49,-0.00437653,-0.07388062,0.09769402
2058,3,48,1,1,1,49,0.00011769,-0.01514197,0.04021176
2059,1,48,1,1,2,49,0.06071558,-0.03757128,-0.04118072
2060,2,48,1,1,2,49,-0.08102415,0.05651515,0.00411053
2061,3,48,1,1,2,49,-0.00574815,-0.04354148,0.10610309
2062,1,48,1,1,3,49,-0.0,0.0,-0.0
2063,2,48,1,1,3,49,0.08190314,0.02252719,-0.0347024
2064,3,48,1,1,3,49,-0.05875586,0.06957328,0.08538345
2065,1,48,1,1,4,49,0.0,-0.0,0.0
2066,2,48,1,1,4,49,-0.0,0.0,-0.0
2067,3,48,1,1,4,49,0.10149673,0.1169915,0.03837429
2068,1,49,1,1,1,48,0.03927414,0.08381726,-0.03284945
2069,2,49,1,1,1,48,-0.03283333,0.11841197,-0.03203087
2070,3,49,1,1,1,48,-0.00271577,0.03142097,-0.0184652
2071,4,49,1,1,1,48,-3.712e-05,0.00050257,-0.00062219
2072,1,49,1,1,2,48,-0.08326837,0.09297787,0.00868504
2073,2,49,1,1,2,48,0.11555538,-0.0821447,-0.00314457
2074,3,49,1,1,2,48,-0.02120988,0.08620901,-0.01485271
2075,4,49,1,1,2,48,-0.00169574,0.02003572,-0.00993855
2076,1,49,1,1,3,48,0.0,0.0,0.0
2077,2,49,1,1,3,48,-0.10661736,0.05161164,0.03323381
2078,3,49,1,1,3,48,0.08702685,-0.06531698,0.01695764
2079,4,49,1,1,3,48,-0.00990883,0.06567584,-0.01193358
2080,1,49,1,1,4,48,-0.0,-0.0,0.0
2081,2,49,1,1,4,48,-0.0,-0.0,0.0
2082,3,49,1,1,4,48,-0.12107204,-0.0221773,0.02878763
2083,4,49,1,1,4,48,0.06313838,-0.05699711,0.03302727
2084,1,49,1,1,5,48,0.0,0.0,-0.0
2085,2,49,1,1,5,48,0.0,0.0,0.0
2086,3,49,1,1,5,48,-0.0,0.0,0.0
2087,4,49,1,1,5,48,-0.14275673,-0.12603199,-0.02346015
2088,1,49,1,1,1,49,-0.02857608,0.06528138,0.02415572
2089,2,49,1,1,1,49,-0.00196187,-0.00911094,0.00385211
2090,3,49,1,1,1,49,0.00656824,-0.04773712,0.04628136
2091,4,49,1,1,1,49,0.0006505,-0.01142018,0.02697574
2092,1,49,1,1,2,49,0.0,-0.0,0.0
2093,2,49,1,1,2,49,-0.02455169,0.02201583,0.03521575
2094,3,49,1,1,2,49,-0.01374997,0.02002633,-0.01012609
2095,4,49,1,1,2,49,0.00325629,-0.03131005,0.0434272
2096,1,49,1,1,3,49,-0.0,0.0,-0.0
2097,2,49,1,1,3,49,0.0,-0.0,0.0
2098,3,49,1,1,3,49,-0.02492519,-0.01220408,0.02138487
2099,4,49,1,1,3,49,-0.01334694,0.02144086,-0.02975699
2100,1,49,1,1,4,49,-0.0,-0.0,-0.0
2101,2,49,1,1,4,49,-0.0,0.0,-0.0
2102,3,49,1,1,4,49,-0.0,-0.0,-0.0
2103,4,49,1,1,4,49,-0.02677335,-0.05017438,-0.02542273
2104,1,49,1,1,1,50,-0.0778866,-0.10072142,-0.08275201
2105,2,49,1,1,1,50,-0.00340325,-0.0992303,0.05344268
2106,3,49,1,1,1,50,0.00035285,-0.03168134,0.06360846
2107,4,49,1,1,1,50,2.457e-05,-0.00178192,0.00823754
2108,1,49,1,1,2,50,0.04948769,-0.07549215,-0.01800004
2109,2,49,1,1,2,50,-0.09736237,0.05302768,-0.05116045
2110,3,49,1,1,2,50,-0.00963491,-0.05666945,0.06968288
2111,4,49,1,1,2,50,-4.146e-05,-0.0198362,0.05019518
2112,1,49,1,1,3,50,-0.0,0.0,-0.0
2113,2,49,1,1,3,50,0.06654876,-0.04112032,-0.04497229
2114,3,49,1,1,3,50,-0.07800829,0.05834845,0.00595493
2115,4,49,1,1,3,50,-0.00735217,-0.03781107,0.10492593
2116,1,49,1,1,4,50,0.0,-0.0,-0.0
2117,2,49,1,1,4,50,-0.0,0.0,-0.0
2118,3,49,1,1,4,50,0.07941512,0.02179163,-0.03354453
2119,4,49,1,1,4,50,-0.05587829,0.07156782,0.08612208
2120,1,49,1,1,5,50,-0.0,0.0,0.0
2121,2,49,1,1,5,50,0.0,-0.0,0.0
2122,3,49,1,1,5,50,-0.0,0.0,-0.0
2123,4,49,1,1,5,50,0.09812579,0.11291273,0.03694673
2124,1,50,1,1,1,49,0.06971263,-0.0019791,0.00461544
2125,2,50,1,1,1,49,-0.0157898,0.09578743,-0.0321749
2126,3,50,1,1,1,49,-0.00130155,0.01616025,-0.01008103
2127,1,50,1,1,2,49,-0.09211937,0.04477679,0.02921356
2128,2,50,1,1,2,49,0.08623461,-0.06743655,0.01850955
2129,3,50,1,1,2,49,-0.00817009,0.06703854,-0.01828151
2130,1,50,1,1,3,49,0.0,-0.0,0.0
2131,2,50,1,1,3,49,-0.12173668,-0.02245809,0.02926754
2132,3,50,1,1,3,49,0.06566955,-0.06378749,0.02399421
2133,1,50,1,1,4,49,-0.0,0.0,0.0
2134,2,50,1,1,4,49,-0.0,0.0,0.0
2135,3,50,1,1,4,49,-0.14461045,-0.12820267,-0.02418791
2136,1,50,1,1,1,50,0.01301694,-0.0696621,0.03582911
2137,2,50,1,1,1,50,0.00142053,-0.02193466,0.0395641
2138,3,50,1,1,1,50,4.322e-05,-0.00155465,0.00657462
2139,1,50,1,1,2,50,-0.02171229,0.03424454,0.02259174
2140,2,50,1,1,2,50,0.00639765,-0.03727234,0.02336736
2141,3,50,1,1,2,50,0.00085126,-0.01461904,0.03095538
2142,1,50,1,1,3,50,-0.01895199,0.0169945,0.02718381
2143,2,50,1,1,3,50,-0.01558166,0.01858003,-0.00654237
2144,3,50,1,1,3,50,0.00261509,-0.02818822,0.0387887
2145,1,50,1,1,4,50,0.0,-0.0,0.0
2146,2,50,1,1,4,50,-0.02388,-0.01169233,0.02048814
2147,3,50,1,1,4,50,-0.01370228,0.01902221,-0.02974557
2148,1,50,1,1,5,50,-0.0,0.0,-0.0
2149,2,50,1,1,5,50,-0.0,-0.0,0.0
2150,3,50,1,1,5,50,-0.02589099,-0.04852081,-0.02458489
