,k1,L1,k2,L2,k3,L3,rho1,rho2
2114,3,49,1,1,3,50,0.09270568,-0.03179718
2115,4,49,1,1,3,50,0.01531154,0.00613839
2116,1,49,1,1,4,50,-0.0,-0.0
2117,2,49,1,1,4,50,-0.0,0.0
2118,3,49,1,1,4,50,-0.04808012,-0.00927242
2119,4,49,1,1,4,50,0.0690306,-0.04192683
2120,1,49,1,1,5,50,0.0,0.0
2121,2,49,1,1,5,50,0.0,0.0
2122,3,49,1,1,5,50,0.0,0.0
2123,4,49,1,1,5,50,-0.06035498,-0.04784143
2124,1,50,1,1,1,49,0.11429602,0.01138385
2125,2,50,1,1,1,49,-0.00736768,0.09037441
2126,3,50,1,1,1,49,-0.00135471,0.01729204
2127,1,50,1,1,2,49,-0.0808716,0.03291156
2128,2,50,1,1,2,49,0.12097856,-0.04461754
2129,3,50,1,1,2,49,-0.00206144,0.06480272
2130,1,50,1,1,3,49,-0.0,0.0
2131,2,50,1,1,3,49,-0.1044954,-0.0201523
2132,3,50,1,1,3,49,0.09322963,-0.04357715
2133,1,50,1,1,4,49,0.0,-0.0
2134,2,50,1,1,4,49,0.0,-0.0
2135,3,50,1,1,4,49,-0.12142859,-0.0962525
2136,1,50,1,1,1,50,-0.047024,0.2222361
2137,2,50,1,1,1,50,-0.00359667,0.04481482
2138,3,50,1,1,1,50,-5.697e-05,0.00151783
2139,1,50,1,1,2,50,0.07108091,0.02221332
2140,2,50,1,1,2,50,-0.02680078,0.16665137
2141,3,50,1,1,2,50,-0.00225658,0.03085493
2142,1,50,1,1,3,50,0.07038062,-0.02864214
2143,2,50,1,1,3,50,0.04445963,0.14636672
2144,3,50,1,1,3,50,-0.01194302,0.12161117
2145,1,50,1,1,4,50,0.0,-0.0
2146,2,50,1,1,4,50,0.09812437,0.01892362
2147,3,50,1,1,4,50,0.03614094,0.18302544
2148,1,50,1,1,5,50,-0.0,0.0
2149,2,50,1,1,5,50,0.0,-0.0
2150,3,50,1,1,5,50,0.11906595,0.09437972
2151,1,50,1,1,1,51,0.10635092,-0.00053374
2152,2,50,1,1,1,51,0.01919051,0.01767219
2153,3,50,1,1,1,51,0.00116672,0.00344346
2154,1,50,1,1,2,51,-0.03262943,0.01327889
2155,2,50,1,1,2,51,0.08754089,-0.03090786
2156,3,50,1,1,2,51,0.01562132,0.00525918
2157,1,50,1,1,3,51,-0.0,0.0
2158,2,50,1,1,3,51,-0.04517766,-0.00871267
2159,3,50,1,1,3,51,0.06364702,-0.04131934
2160,1,50,1,1,4,51,0.0,-0.0
2161,2,50,1,1,4,51,0.0,0.0
2162,3,50,1,1,4,51,-0.05700239,-0.04518395
2163,1,51,1,1,1,50,0.09359346,0.09700484
2164,2,51,1,1,1,50,-0.0119337,0.10480799
2165,3,51,1,1,1,50,-0.00279551,0.03418297
2166,4,51,1,1,1,50,-7.673e-05,0.00136107
2167,1,51,1,1,2,50,-0.06976284,0.07023546
2168,2,51,1,1,2,50,0.14571715,-0.05662637
2169,3,51,1,1,2,50,-0.00270639,0.07624321
2170,4,51,1,1,2,50,-0.00184116,0.02425615
2171,1,51,1,1,3,50,-0.0,0.0
2172,2,51,1,1,3,50,-0.09348696,0.03804551
2173,3,51,1,1,3,50,0.12049311,-0.0487506
2174,4,51,1,1,3,50,0.00024986,0.05999309
2175,1,51,1,1,4,50,-0.0,-0.0
2176,2,51,1,1,4,50,-0.0,-0.0
2177,3,51,1,1,4,50,-0.1034036,-0.01994174
2178,4,51,1,1,4,50,0.09041067,-0.04667733
2179,1,51,1,1,5,50,0.0,0.0
2180,2,51,1,1,5,50,0.0,0.0
2181,3,51,1,1,5,50,0.0,-0.0
2182,4,51,1,1,5,50,-0.1196381,-0.09483323
2183,1,51,1,1,1,51,0.09141317,-0.09203246
2184,2,51,1,1,1,51,0.00061581,0.15225199
2185,3,51,1,1,1,51,-0.02015608,0.15965743
2186,4,51,1,1,1,51,-0.00160887,0.02365327
2187,1,51,1,1,2,51,0.0,-0.0
2188,2,51,1,1,2,51,0.0866962,-0.03528194
2189,3,51,1,1,2,51,0.03853174,0.15370884
2190,4,51,1,1,2,51,-0.01083379,0.12478679
2191,1,51,1,1,3,51,0.0,0.0
2192,2,51,1,1,3,51,0.0,-0.0
2193,3,51,1,1,3,51,0.0952303,0.01836549
2194,4,51,1,1,3,51,0.03686371,0.17980009
2195,1,51,1,1,4,51,-0.0,-0.0
2196,2,51,1,1,4,51,-0.0,-0.0
2197,3,51,1,1,4,51,0.0,-0.0
2198,4,51,1,1,4,51,0.11456913,0.09081523
2199,1,51,1,1,1,52,0.10802822,0.03573251
2200,2,51,1,1,1,52,0.02371495,0.0282461
2201,3,51,1,1,1,52,0.00229457,0.00816256
2202,4,51,1,1,1,52,5.567e-05,0.00031654
2203,1,51,1,1,2,52,-0.02441411,0.02457951
2204,2,51,1,1,2,52,0.09131235,-0.02176521
2205,3,51,1,1,2,52,0.02700478,0.01032324
2206,4,51,1,1,2,52,0.00198424,0.0046129
2207,1,51,1,1,3,52,-0.0,0.0
2208,2,51,1,1,3,52,-0.03526009,0.01434947
2209,3,51,1,1,3,52,0.07802249,-0.02991804
2210,4,51,1,1,3,52,0.01662698,0.00252468
2211,1,51,1,1,4,52,-0.0,-0.0
2212,2,51,1,1,4,52,-0.0,0.0
2213,3,51,1,1,4,52,-0.04257867,-0.00821144
2214,4,51,1,1,4,52,0.05789454,-0.04039515
2215,1,51,1,1,5,52,0.0,0.0
2216,2,51,1,1,5,52,0.0,0.0
2217,3,51,1,1,5,52,0.0,0.0
2218,4,51,1,1,5,52,-0.05348092,-0.04239259
2219,1,52,1,1,1,51,0.10917242,0.01403661
2220,2,52,1,1,1,51,-0.00250463,0.0861381
2221,3,52,1,1,1,51,-0.0012795,0.01842692
2222,1,52,1,1,2,51,-0.07617685,0.03100097
2223,2,52,1,1,2,51,0.11339135,-0.04809204
2224,3,52,1,1,2,51,0.0018275,0.05997772
2225,1,52,1,1,3,51,-0.0,0.0
2226,2,52,1,1,3,51,-0.10032835,-0.01934867
2227,3,52,1,1,3,51,0.08693836,-0.04989608
2228,1,52,1,1,4,51,0.0,-0.0
2229,2,52,1,1,4,51,0.0,-0.0
2230,3,52,1,1,4,51,-0.11733121,-0.09300464
2231,1,52,1,1,1,52,-0.04025155,0.22340204
2232,2,52,1,1,1,52,-0.00360103,0.04747121
2233,3,52,1,1,1,52,-7.013e-05,0.00186847
2234,1,52,1,1,2,52,0.07264468,0.01555167
2235,2,52,1,1,2,52,-0.02277626,0.17181553
2236,3,52,1,1,2,52,-0.00248139,0.03619804
2237,1,52,1,1,3,52,0.06197215,-0.02522022
2238,2,52,1,1,3,52,0.04733445,0.13650552
2239,3,52,1,1,3,52,-0.00947148,0.12415676
2240,1,52,1,1,4,52,0.0,0.0
2241,2,52,1,1,4,52,0.0897286,0.01730447
2242,3,52,1,1,4,52,0.03792137,0.17515628
2243,1,52,1,1,5,52,-0.0,-0.0
2244,2,52,1,1,5,52,-0.0,-0.0
2245,3,52,1,1,5,52,0.10955571,0.08684125
2246,1,52,1,1,1,53,0.0942254,0.00086542
2247,2,52,1,1,1,53,0.02000807,0.01403293
2248,3,52,1,1,1,53,0.00143597,0.00303517
2249,1,52,1,1,2,53,-0.02819363,0.0114737
2250,2,52,1,1,2,53,0.07386207,-0.02905797
2251,3,52,1,1,2,53,0.01656413,0.00189914
2252,1,52,1,1,3,53,-0.0,0.0
2253,2,52,1,1,3,53,-0.03937593,-0.00759378
2254,3,52,1,1,3,53,0.05236328,-0.03953905
2255,1,52,1,1,4,53,0.0,0.0
2256,2,52,1,1,4,53,0.0,0.0
2257,3,52,1,1,4,53,-0.04978457,-0.03946261
2258,1,53,1,1,1,52,0.09083931,0.1036785
2259,2,53,1,1,1,52,-0.00490283,0.09739016
2260,3,53,1,1,1,52,-0.00250342,0.03471218
2261,4,53,1,1,1,52,-9.309e-05,0.00163973
2262,1,53,1,1,2,52,-0.06200128,0.06242132
2263,2,53,1,1,2,52,0.13289165,-0.05405878
2264,3,53,1,1,2,52,0.0046896,0.068676
2265,4,53,1,1,2,52,-0.00176355,0.02710987
2266,1,53,1,1,3,52,-0.0,-0.0
2267,2,53,1,1,3,52,-0.08924112,0.03631762
2268,3,53,1,1,3,52,0.11109823,-0.05229096
2269,4,53,1,1,3,52,0.00468449,0.05303288
2270,1,53,1,1,4,52,0.0,0.0
2271,2,53,1,1,4,52,-0.0,0.0
2272,3,53,1,1,4,52,-0.09865288,-0.01902555
2273,4,53,1,1,4,52,0.08287586,-0.05281875
2274,1,53,1,1,5,52,0.0,0.0
2275,2,53,1,1,5,52,0.0,-0.0
2276,3,53,1,1,5,52,0.0,-0.0
2277,4,53,1,1,5,52,-0.11451443,-0.09077187
2278,1,53,1,1,1,53,0.08510585,-0.08568241
2279,2,53,1,1,1,53,0.00165108,0.15650269
2280,3,53,1,1,1,53,-0.01638301,0.15956002
2281,4,53,1,1,1,53,-0.0016261,0.02589929
2282,1,53,1,1,2,53,0.0,-0.0
2283,2,53,1,1,2,53,0.08120961,-0.03304911
2284,3,53,1,1,2,53,0.03939727,0.14752533
2285,4,53,1,1,2,53,-0.00825693,0.12752437
2286,1,53,1,1,3,53,0.0,0.0
2287,2,53,1,1,3,53,0.0,-0.0
2288,3,53,1,1,3,53,0.08659596,0.01670033
2289,4,53,1,1,3,53,0.03845436,0.17083109
2290,1,53,1,1,4,53,-0.0,-0.0
2291,2,53,1,1,4,53,-0.0,-0.0
2292,3,53,1,1,4,53,0.0,-0.0
2293,4,53,1,1,4,53,0.10408974,0.08250855
2294,1,53,1,1,1,54,0.09775353,0.03579633
2295,2,53,1,1,1,54,0.02357177,0.0233643
2296,3,53,1,1,1,54,0.00270107,0.00708884
2297,4,53,1,1,1,54,7.67e-05,0.000322
2298,1,53,1,1,2,54,-0.01992026,0.02005522
2299,2,53,1,1,2,54,0.07531222,-0.01842745
2300,3,53,1,1,2,54,0.02896577,0.00587789
2301,4,53,1,1,2,54,0.00260936,0.00409976
2302,1,53,1,1,3,54,-0.0,0.0
2303,2,53,1,1,3,54,-0.03024887,0.0123101
2304,3,53,1,1,3,54,0.06256216,-0.02745448
2305,4,53,1,1,3,54,0.01763672,-0.00139403
2306,1,53,1,1,4,54,0.0,-0.0
2307,2,53,1,1,4,54,-0.0,0.0
2308,3,53,1,1,4,54,-0.03652519,-0.00704401
2309,4,53,1,1,4,54,0.04622942,-0.03816247
2310,1,53,1,1,5,54,0.0,0.0
2311,2,53,1,1,5,54,0.0,-0.0
2312,3,53,1,1,5,54,0.0,0.0
2313,4,53,1,1,5,54,-0.04592278,-0.0364015
2314,1,54,1,1,1,53,0.10279451,0.01666249
2315,2,54,1,1,1,53,0.00233608,0.0807247
2316,3,54,1,1,1,53,-0.00111808,0.01924665
2317,1,54,1,1,2,53,-0.07026642,0.02859566
2318,2,54,1,1,2,53,0.10321827,-0.05104936
2319,3,54,1,1,2,53,0.00599145,0.05375107
2320,1,54,1,1,3,53,-0.0,-0.0
2321,2,54,1,1,3,53,-0.09431697,-0.01818936
2322,3,54,1,1,3,53,0.0781882,-0.05595854
2323,1,54,1,1,4,53,0.0,0.0
2324,2,54,1,1,4,53,0.0,-0.0
2325,3,54,1,1,4,53,-0.11107412,-0.08804485
2326,1,54,1,1,1,54,-0.03304725,0.22280983
2327,2,54,1,1,1,54,-0.00348594,0.04945807
2328,3,54,1,1,1,54,-8.521e-05,0.00227042
2329,1,54,1,1,2,54,0.0727852,0.00927703
2330,2,54,1,1,2,54,-0.01776987,0.1762924
2331,3,54,1,1,2,54,-0.00265117,0.04223766
2332,1,54,1,1,3,54,0.05235225,-0.0213053
2333,2,54,1,1,3,54,0.04991403,0.12353903
2334,3,54,1,1,3,54,-0.00641629,0.12576417
2335,1,54,1,1,4,54,0.0,0.0
2336,2,54,1,1,4,54,0.07957388,0.0153461
2337,3,54,1,1,4,54,0.03950361,0.16413136
2338,1,54,1,1,5,54,-0.0,-0.0
2339,2,54,1,1,5,54,0.0,-0.0
2340,3,54,1,1,5,54,0.09802098,0.07769805
2341,1,54,1,1,1,55,0.08208776,0.00204464
2342,2,54,1,1,1,55,0.0201463,0.0102892
2343,3,54,1,1,1,55,0.00171902,0.00244243
2344,1,54,1,1,2,55,-0.02360187,0.00960503
2345,2,54,1,1,2,55,0.06009209,-0.02678515
2346,3,54,1,1,2,55,0.01702533,-0.0015738
2347,1,54,1,1,3,55,-0.0,0.0
2348,2,54,1,1,3,55,-0.03308891,-0.00638131
2349,3,54,1,1,3,55,0.04074255,-0.03704476
2350,1,54,1,1,4,55,0.0,0.0
2351,2,54,1,1,4,55,0.0,0.0
2352,3,54,1,1,4,55,-0.04189535,-0.03320908
2353,1,55,1,1,1,54,0.08782191,0.10898085
2354,2,55,1,1,1,54,0.00131324,0.08916704
2355,3,55,1,1,1,54,-0.00204672,0.03428218
2356,4,55,1,1,1,54,-0.00011094,0.00194107
2357,1,55,1,1,2,54,-0.05374665,0.05411077
2358,2,55,1,1,2,54,0.11692014,-0.0499532
2359,3,55,1,1,2,54,0.01264033,0.05951871
2360,4,55,1,1,2,54,-0.00149484,0.02975559
2361,1,55,1,1,3,54,-0.0,0.0
2362,2,55,1,1,3,54,-0.08278462,0.03369008
2363,3,55,1,1,3,54,0.09799074,-0.05492855
2364,4,55,1,1,3,54,0.0096367,0.04381805
2365,1,55,1,1,4,54,0.0,-0.0
2366,2,55,1,1,4,54,-0.0,0.0
2367,3,55,1,1,4,54,-0.09192437,-0.01772793
2368,4,55,1,1,4,54,0.07260585,-0.05845855
2369,1,55,1,1,5,54,0.0,0.0
2370,2,55,1,1,5,54,0.0,-0.0
2371,3,55,1,1,5,54,0.0,-0.0
2372,4,55,1,1,5,54,-0.1070343,-0.08484261
2373,1,55,1,1,1,55,0.07790462,-0.0784324
2374,2,55,1,1,1,55,0.0030686,0.16019709
2375,3,55,1,1,1,55,-0.0123408,0.15718724
2376,4,55,1,1,1,55,-0.00157768,0.02796723
2377,1,55,1,1,2,55,0.0,-0.0
2378,2,55,1,1,2,55,0.07465254,-0.03038064
2379,3,55,1,1,2,55,0.03967315,0.1398674
2380,4,55,1,1,2,55,-0.00522906,0.12919874
2381,1,55,1,1,3,55,-0.0,0.0
2382,2,55,1,1,3,55,0.0,0.0
2383,3,55,1,1,3,55,0.0764586,0.01474531
2384,4,55,1,1,3,55,0.03970421,0.15878539
2385,1,55,1,1,4,55,-0.0,-0.0
2386,2,55,1,1,4,55,-0.0,-0.0
2387,3,55,1,1,4,55,0.0,-0.0
2388,4,55,1,1,4,55,0.09150685,0.07253451
2389,1,55,1,1,1,56,0.08738137,0.03494862
2390,2,55,1,1,1,56,0.0224354,0.01858593
2391,3,55,1,1,1,56,0.00306251,0.00573258
2392,4,55,1,1,1,56,0.00010396,0.00030506
2393,1,55,1,1,2,56,-0.01572116,0.01582767
2394,2,55,1,1,2,56,0.05995815,-0.01495087
2395,3,55,1,1,2,56,0.02980069,0.00152007
2396,4,55,1,1,2,56,0.00335658,0.00316545
2397,1,55,1,1,3,56,-0.0,-0.0
2398,2,55,1,1,3,56,-0.02466637,0.01003824
2399,3,55,1,1,3,56,0.04659677,-0.02431637
2400,4,55,1,1,3,56,0.01819365,-0.00555241
2401,1,55,1,1,4,56,0.0,0.0
2402,2,55,1,1,4,56,-0.0,0.0
2403,3,55,1,1,4,56,-0.02990753,-0.00576777
2404,4,55,1,1,4,56,0.03413595,-0.03501626
2405,1,55,1,1,5,56,0.0,-0.0
2406,2,55,1,1,5,56,0.0,0.0
2407,3,55,1,1,5,56,0.0,0.0
2408,4,55,1,1,5,56,-0.03769438,-0.02987911
2409,1,56,1,1,1,55,0.09531139,0.01913455
2410,2,56,1,1,1,55,0.00688658,0.07407694
2411,3,56,1,1,1,55,-0.00084916,0.01960868
2412,1,56,1,1,2,55,-0.06316254,0.02570467
2413,2,56,1,1,2,55,0.09048891,-0.05327456
2414,3,56,1,1,2,55,0.01025436,0.04595409
2415,1,56,1,1,3,55,-0.0,0.0
2416,2,56,1,1,3,55,-0.0861658,-0.01661737
2417,3,56,1,1,3,55,0.0666883,-0.0614368
2418,1,56,1,1,4,55,0.0,-0.0
2419,2,56,1,1,4,55,0.0,0.0
2420,3,56,1,1,4,55,-0.1022228,-0.08102869
2421,1,56,1,1,1,56,-0.02560649,0.22016684
2422,2,56,1,1,1,56,-0.00322756,0.05058575
2423,3,56,1,1,1,56,-0.00010207,0.00271955
2424,1,56,1,1,2,56,0.07109064,0.00376895
2425,2,56,1,1,2,56,-0.01170509,0.17945227
2426,3,56,1,1,2,56,-0.00269767,0.04881862
2427,1,56,1,1,3,56,0.04174479,-0.01698848
2428,2,56,1,1,3,56,0.05183859,0.10718032
2429,3,56,1,1,3,56,-0.00259328,0.12626671
2430,1,56,1,1,4,56,0.0,-0.0
2431,2,56,1,1,4,56,0.06741726,0.01300165
2432,3,56,1,1,4,56,0.04068365,0.1491053
2433,1,56,1,1,5,56,-0.0,0.0
2434,2,56,1,1,5,56,0.0,-0.0
2435,3,56,1,1,5,56,0.08422727,0.06676422
2436,1,56,1,1,1,57,0.07007159,0.00295393
2437,2,56,1,1,1,57,0.01950612,0.00654252
2438,3,56,1,1,1,57,0.00199571,0.0016592
2439,1,56,1,1,2,57,-0.01897746,0.00772308
2440,2,56,1,1,2,57,0.04661075,-0.02405509
2441,3,56,1,1,2,57,0.01681263,-0.00501924
2442,1,56,1,1,3,57,-0.0,0.0
2443,2,56,1,1,3,57,-0.02639791,-0.00509093
2444,3,56,1,1,3,57,0.02903729,-0.03367102
2445,1,56,1,1,4,57,0.0,-0.0
2446,2,56,1,1,4,57,-0.0,0.0
2447,3,56,1,1,4,57,-0.03335702,-0.02644103
2448,1,57,1,1,1,56,0.08453186,0.11256677
2449,2,57,1,1,1,56,0.00636642,0.08031123
2450,3,57,1,1,1,56,-0.00141905,0.03270947
2451,4,57,1,1,1,56,-0.00012948,0.00225074
2452,1,57,1,1,2,56,-0.04532886,0.04563595
2453,2,57,1,1,2,56,0.09855665,-0.04451292
2454,3,57,1,1,2,56,0.02054448,0.04885991
2455,4,57,1,1,2,56,-0.00092307,0.03175018
2456,1,57,1,1,3,56,-0.0,-0.0
2457,2,57,1,1,3,56,-0.07362996,0.02996449
2458,3,57,1,1,3,56,0.0805308,-0.05614482
2459,4,57,1,1,3,56,0.01507158,0.03180518
2460,1,57,1,1,4,56,0.0,0.0
2461,2,57,1,1,4,56,-0.0,-0.0
2462,3,57,1,1,4,56,-0.08270252,-0.01594947
2463,4,57,1,1,4,56,0.05904776,-0.06305626
2464,1,57,1,1,5,56,-0.0,-0.0
2465,2,57,1,1,5,56,0.0,-0.0
2466,3,57,1,1,5,56,-0.0,0.0
2467,4,57,1,1,5,56,-0.09666212,-0.07662093
2468,1,57,1,1,1,57,0.06983927,-0.07031241
2469,2,57,1,1,1,57,0.00485681,0.16307349
2470,3,57,1,1,1,57,-0.00817769,0.15189585
2471,4,57,1,1,1,57,-0.00143991,0.02969059
2472,1,57,1,1,2,57,0.0,-0.0
2473,2,57,1,1,2,57,0.06695309,-0.02724727
2474,3,57,1,1,2,57,0.03914027,0.13074227
2475,4,57,1,1,2,57,-0.00173818,0.1292863
2476,1,57,1,1,3,57,0.0,0.0
2477,2,57,1,1,3,57,-0.0,0.0
2478,3,57,1,1,3,57,0.06477349,0.01249179
2479,4,57,1,1,3,57,0.04035091,0.14312322
2480,1,57,1,1,4,57,-0.0,-0.0
2481,2,57,1,1,4,57,-0.0,-0.0
2482,3,57,1,1,4,57,0.0,-0.0
2483,4,57,1,1,4,57,0.07657218,0.06069628
2484,1,57,1,1,1,58,0.07684871,0.03316543
2485,2,57,1,1,1,58,0.02040827,0.01400277
2486,3,57,1,1,1,58,0.00332828,0.0041545
2487,4,57,1,1,1,58,0.00013869,0.00025619
2488,1,57,1,1,2,58,-0.01194376,0.01202467
2489,2,57,1,1,2,58,0.04592187,-0.01158332
2490,3,57,1,1,2,58,0.02895229,-0.00244806
2491,4,57,1,1,2,58,0.00418786,0.00169715
2492,1,57,1,1,3,58,-0.0,0.0
2493,2,57,1,1,3,58,-0.01866522,0.00759601
2494,3,57,1,1,3,58,0.03067221,-0.02046525
2495,4,57,1,1,3,58,0.01804646,-0.0098261
2496,1,57,1,1,4,58,0.0,-0.0
2497,2,57,1,1,4,58,-0.0,0.0
2498,3,57,1,1,4,58,-0.02266755,-0.00437151
2499,4,57,1,1,4,58,0.02169381,-0.03063261
2500,1,57,1,1,5,58,-0.0,0.0
2501,2,57,1,1,5,58,0.0,-0.0
2502,3,57,1,1,5,58,0.0,0.0
2503,4,57,1,1,5,58,-0.02878131,-0.02281401
2504,1,58,1,1,1,57,0.08688473,0.02129469
2505,2,58,1,1,1,57,0.01081912,0.06614704
2506,3,58,1,1,1,57,-0.00045296,0.01934109
2507,1,58,1,1,2,57,-0.05494466,0.02236031
2508,2,58,1,1,2,57,0.07541614,-0.05449068
2509,3,58,1,1,2,57,0.01429222,0.03641987
2510,1,58,1,1,3,57,-0.0,-0.0
2511,2,58,1,1,3,57,-0.07552966,-0.01456616
2512,3,58,1,1,3,57,0.05212346,-0.06582085
2513,1,58,1,1,4,57,0.0,0.0
2514,2,58,1,1,4,57,0.0,0.0
2515,3,58,1,1,4,57,-0.09013503,-0.07144712
2516,1,58,1,1,1,58,-0.01815918,0.21508861
2517,2,58,1,1,1,58,-0.00280369,0.05066872
2518,3,58,1,1,1,58,-0.00012022,0.00320313
2519,1,58,1,1,2,58,0.06709109,-0.00057812
2520,2,58,1,1,2,58,-0.00465176,0.1801799
2521,3,58,1,1,2,58,-0.00250499,0.05549208
2522,1,58,1,1,3,58,0.03063843,-0.01246863
2523,2,58,1,1,3,58,0.05253605,0.08750901
2524,3,58,1,1,3,58,0.00231488,0.12557852
2525,1,58,1,1,4,58,0.0,0.0
2526,2,58,1,1,4,58,0.05286925,0.01019602
2527,3,58,1,1,4,58,0.04113106,0.12863634
2528,1,58,1,1,5,58,-0.0,-0.0
2529,2,58,1,1,5,58,0.0,-0.0
2530,3,58,1,1,5,58,0.06776595,0.05371587
2531,1,58,1,1,1,59,0.05828788,0.00354704
2532,2,58,1,1,1,59,0.01802515,0.00291817
2533,3,58,1,1,1,59,0.00223257,0.00069858
2534,1,58,1,1,2,59,-0.0144654,0.00588685
2535,2,58,1,1,2,59,0.033894,-0.02083723
2536,3,58,1,1,2,59,0.01567977,-0.00821417
2537,1,58,1,1,3,59,-0.0,-0.0
2538,2,58,1,1,3,59,-0.01944598,-0.00375022
2539,3,58,1,1,3,59,0.01764142,-0.02921023
2540,1,58,1,1,4,59,0.0,0.0
2541,2,58,1,1,4,59,0.0,0.0
2542,3,58,1,1,4,59,-0.02418074,-0.01916729
2543,1,59,1,1,1,58,0.08085395,0.11407817
2544,2,59,1,1,1,58,0.00999464,0.07096368
2545,3,59,1,1,1,58,-0.00063637,0.02984295
2546,4,59,1,1,1,58,-0.00014715,0.00254203
2547,1,59,1,1,2,58,-0.03707935,0.03733055
2548,2,59,1,1,2,58,0.07912821,-0.03821029
2549,3,59,1,1,2,58,0.02725062,0.03705268
2550,4,59,1,1,2,58,0.00010455,0.0323444
2551,1,59,1,1,3,58,-0.0,0.0
2552,2,59,1,1,3,58,-0.06144528,0.02500581
2553,3,59,1,1,3,58,0.05818142,-0.0552902
2554,4,59,1,1,3,58,0.0207811,0.01631894
2555,1,59,1,1,4,58,0.0,-0.0
2556,2,59,1,1,4,58,-0.0,0.0
2557,3,59,1,1,4,58,-0.07003404,-0.01350631
2558,4,59,1,1,4,58,0.04118805,-0.06562601
2559,1,59,1,1,5,58,0.0,0.0
2560,2,59,1,1,5,58,0.0,-0.0
2561,3,59,1,1,5,58,0.0,0.0
2562,4,59,1,1,5,58,-0.0824888,-0.0653862
2563,1,59,1,1,1,59,0.06094552,-0.06135841
2564,2,59,1,1,1,59,0.00696151,0.16464933
2565,3,59,1,1,1,59,-0.00410715,0.14289863
2566,4,59,1,1,1,59,-0.00118478,0.03083071
2567,1,59,1,1,2,59,-0.0,-0.0
2568,2,59,1,1,2,59,0.05802687,-0.02361465
2569,3,59,1,1,2,59,0.03752296,0.1201557
2570,4,59,1,1,2,59,0.00217486,0.12688892
2571,1,59,1,1,3,59,0.0,0.0
2572,2,59,1,1,3,59,-0.0,-0.0
2573,3,59,1,1,3,59,0.05152436,0.00993665
2574,4,59,1,1,3,59,0.03998069,0.12315855
2575,1,59,1,1,4,59,-0.0,-0.0
2576,2,59,1,1,4,59,-0.0,-0.0
2577,3,59,1,1,4,59,0.0,-0.0
2578,4,59,1,1,4,59,0.05887485,0.04666818
2579,1,59,1,1,1,60,0.06606804,0.03044487
2580,2,59,1,1,1,60,0.01767915,0.00968957
2581,3,59,1,1,1,60,0.00343255,0.0024587
2582,4,59,1,1,1,60,0.00018192,0.00016412
2583,1,59,1,1,2,60,-0.0086682,0.00872692
2584,2,59,1,1,2,60,0.03383041,-0.00858998
2585,3,59,1,1,2,60,0.02586207,-0.00562441
2586,4,59,1,1,2,60,0.00498356,-0.00036005
2587,1,59,1,1,3,60,-0.0,-0.0
2588,2,59,1,1,3,60,-0.01263258,0.00514096
2589,3,59,1,1,3,60,0.01590248,-0.01600397
2590,4,59,1,1,3,60,0.01665858,-0.01392635
2591,1,59,1,1,4,60,0.0,0.0
2592,2,59,1,1,4,60,-0.0,0.0
2593,3,59,1,1,4,60,-0.01463823,-0.00282303
2594,4,59,1,1,4,60,0.0088614,-0.02449942
2595,1,59,1,1,5,60,0.0,-0.0
2596,2,59,1,1,5,60,0.0,0.0
2597,3,59,1,1,5,60,-0.0,0.0
2598,4,59,1,1,5,60,-0.01896611,-0.01503382
2599,1,60,1,1,1,59,0.07766352,0.02294657
2600,2,60,1,1,1,59,0.01375534,0.05689422
2601,3,60,1,1,1,59,8.217e-05,0.01824449
2602,1,60,1,1,2,59,-0.04576202,0.01862334
2603,2,60,1,1,2,59,0.05852007,-0.05432301
2604,3,60,1,1,2,59,0.01751494,0.02501658
2605,1,60,1,1,3,59,-0.0,0.0
2606,2,60,1,1,3,59,-0.06203836,-0.01196431
2607,3,60,1,1,3,59,0.03421699,-0.06827003
2608,1,60,1,1,4,59,0.0,-0.0
2609,2,60,1,1,4,59,0.0,-0.0
2610,3,60,1,1,4,59,-0.07372655,-0.05844064
2611,1,60,1,1,1,60,-0.01097073,0.20703076
2612,2,60,1,1,1,60,-0.0021961,0.04954142
2613,3,60,1,1,1,60,-0.00013857,0.00369205
2614,1,60,1,1,2,60,0.06033651,-0.00342805
2615,2,60,1,1,2,60,0.00299879,0.17673123
2616,3,60,1,1,2,60,-0.00188961,0.06132189
2617,1,60,1,1,3,60,0.01992706,-0.00810953
2618,2,60,1,1,3,60,0.05101521,0.06546158
2619,3,60,1,1,3,60,0.00883422,0.12352511
2620,1,60,1,1,4,60,0.0,-0.0
2621,2,60,1,1,4,60,0.03525425,0.0067989
2622,3,60,1,1,4,60,0.04035226,0.10006444
2623,1,60,1,1,5,60,-0.0,0.0
2624,2,60,1,1,5,60,0.0,-0.0
2625,3,60,1,1,5,60,0.04750591,0.03765639
2626,1,60,1,1,1,61,0.04681344,0.00378419
2627,2,60,1,1,1,61,0.01570197,-0.00042626
2628,3,60,1,1,1,61,0.00237623,-0.00039458
2629,1,60,1,1,2,61,-0.0102261,0.00416162
2630,2,60,1,1,2,61,0.02251306,-0.01710155
2631,3,60,1,1,2,61,0.01333357,-0.01079137
2632,1,60,1,1,3,61,-0.0,0.0
2633,2,60,1,1,3,61,-0.01249075,-0.00240888
2634,3,60,1,1,3,61,0.0072309,-0.023385
2635,1,60,1,1,4,61,0.0,0.0
2636,2,60,1,1,4,61,0.0,0.0
