,k1,L1,k2,L2,k3,L3,rho1,rho2,rho3,rho4
2118,3,49,1,1,4,50,-0.08853603,-0.00894293,0.01817292,0.00485912
2119,4,49,1,1,4,50,0.05014319,-0.0594567,-0.01195243,-0.01147446
2120,1,49,1,1,5,50,0.0,0.0,0.0,0.0
2121,2,49,1,1,5,50,0.0,0.0,0.0,-0.0
2122,3,49,1,1,5,50,0.0,-0.02769151,-0.03047666,-0.00802739
2123,4,49,1,1,5,50,-0.10513326,-0.07635063,-0.01102189,-0.00271019
2124,1,50,1,1,1,49,0.02263608,0.02845184,-0.05628195,0.01348705
2125,2,50,1,1,1,49,-0.01567009,0.02347818,-0.01050039,0.01387
2126,3,50,1,1,1,49,-0.00180571,-0.00859914,0.03773144,0.00358618
2127,1,50,1,1,2,49,-0.04806464,-0.00841924,0.02523379,0.01722865
2128,2,50,1,1,2,49,0.03765523,-0.01924324,0.01661846,0.01423349
2129,3,50,1,1,2,49,-0.00941899,0.03204117,-0.02744069,0.04289364
2130,1,50,1,1,3,49,-0.0,-0.05591849,-0.01736632,0.01494915
2131,2,50,1,1,3,49,-0.05886146,0.00427187,0.01465899,0.0222546
2132,3,50,1,1,3,49,0.03017886,-0.0192361,0.02587998,-0.02842383
2133,1,50,1,1,4,49,0.0,0.0,0.0,0.0
2134,2,50,1,1,4,49,0.0,-0.05763566,-0.06343253,-0.01670779
2135,3,50,1,1,4,49,-0.0646306,-0.0303175,-0.00994824,-0.01198712
2136,1,50,1,1,1,50,-0.01402167,-0.04511665,0.05746837,-0.05565711
2137,2,50,1,1,1,50,-0.00269526,-0.03117543,0.09815171,-0.0294583
2138,3,50,1,1,1,50,-0.00010231,-0.0016499,0.01846588,-0.01320119
2139,1,50,1,1,2,50,0.01361891,0.00551794,0.05302306,-0.03384702
2140,2,50,1,1,2,50,-0.0073959,0.01823852,-0.02803948,-0.00389058
2141,3,50,1,1,2,50,-0.00169682,-0.01680851,0.05821959,0.00271419
2142,1,50,1,1,3,50,0.01050557,0.04007207,0.03470396,-0.01633159
2143,2,50,1,1,3,50,0.00797234,0.01271711,-0.01624008,-0.01451147
2144,3,50,1,1,3,50,-0.00432499,0.00562637,0.01610844,0.04741475
2145,1,50,1,1,4,50,0.0,0.05250917,0.01630751,-0.0140377
2146,2,50,1,1,4,50,0.00824163,-0.0185131,0.04087024,0.01034466
2147,3,50,1,1,4,50,0.00637346,0.02213545,-0.04241812,0.04049025
2148,1,50,1,1,5,50,-0.0,-0.0,-0.0,-0.0
2149,2,50,1,1,5,50,-0.0,0.05651425,0.06219832,0.01638271
2150,3,50,1,1,5,50,0.00222838,-0.07057786,-0.04924409,0.00027459
2151,1,50,1,1,1,51,0.06697506,0.01213002,0.0076847,0.00351957
2152,2,50,1,1,1,51,-0.00028896,0.05907972,-0.05399526,0.01247397
2153,3,50,1,1,1,51,-0.000911,0.01155225,-0.0136561,0.00420271
2154,1,50,1,1,2,51,-0.06677983,0.01878136,0.02288292,0.00548484
2155,2,50,1,1,2,51,0.06762882,-0.05312261,0.01070878,0.00619757
2156,3,50,1,1,2,51,0.0033564,0.03897344,-0.06036712,0.01565417
2157,1,50,1,1,3,51,0.0,-0.02417586,-0.00750818,0.00646313
2158,2,50,1,1,3,51,-0.08793457,-0.01133354,0.01546425,0.00340743
2159,3,50,1,1,3,51,0.04890309,-0.06288799,-0.01461128,-0.0097167
2160,1,50,1,1,4,51,-0.0,0.0,0.0,-0.0
2161,2,50,1,1,4,51,0.0,-0.02705599,-0.02977722,-0.00784316
2162,3,50,1,1,4,51,-0.10523897,-0.07527252,-0.00889317,-0.00176536
2163,1,51,1,1,1,50,0.00632631,0.01279165,-0.00600237,-0.03229659
2164,2,51,1,1,1,50,-0.02377824,0.01977247,0.01934253,-0.02717361
2165,3,51,1,1,1,50,-0.00394108,-0.0172662,0.06075967,-0.01240876
2166,4,51,1,1,1,50,-0.0001108,-0.00156717,0.01601324,-0.00934631
2167,1,51,1,1,2,50,-0.04907332,-0.0019363,0.03681062,-0.00834332
2168,2,51,1,1,2,50,0.06092383,-0.0593288,0.03285074,0.02458581
2169,3,51,1,1,2,50,-0.01596582,0.06355184,-0.05575275,0.00715822
2170,4,51,1,1,2,50,-0.00270388,-0.00806805,0.03047906,0.01321778
2171,1,51,1,1,3,50,0.0,-0.0631009,0.03025359,0.02295712
2172,2,51,1,1,3,50,-0.06292373,0.05616446,-0.00584931,-0.00397244
2173,3,51,1,1,3,50,0.04684264,-0.04600422,0.025803,0.02082548
2174,4,51,1,1,3,50,-0.00856521,0.03778215,-0.03071553,0.0361394
2175,1,51,1,1,4,50,-0.0,-0.0,-0.0,0.0
2176,2,51,1,1,4,50,-0.0,-0.06974821,-0.02166135,0.01864636
2177,3,51,1,1,4,50,-0.06645948,0.00923363,0.01408325,0.01678345
2178,4,51,1,1,4,50,0.03488683,-0.0260293,0.02142477,-0.02705492
2179,1,51,1,1,5,50,0.0,0.0,0.0,-0.0
2180,2,51,1,1,5,50,0.0,0.0,0.0,0.0
2181,3,51,1,1,5,50,0.0,-0.0595548,-0.06554468,-0.01726412
2182,4,51,1,1,5,50,-0.07326201,-0.03368881,-0.00594775,-0.01015878
2183,1,51,1,1,1,51,0.02386841,0.07310837,-0.00204509,-0.0240075
2184,2,51,1,1,1,51,-0.00099417,0.03509516,-0.05296067,-0.02589604
2185,3,51,1,1,1,51,-0.00834384,-0.01479205,0.04482802,-0.00285831
2186,4,51,1,1,1,51,-0.00134086,-0.01221629,0.06120489,-0.01349665
2187,1,51,1,1,2,51,-0.0,0.05851734,-0.02805601,-0.02128954
2188,2,51,1,1,2,51,0.01697759,-0.01139193,0.07777935,0.00242323
2189,3,51,1,1,2,51,0.00861348,0.0338448,-0.03243343,-0.01579463
2190,4,51,1,1,2,51,-0.00473427,0.00638445,0.01781908,0.04282724
2191,1,51,1,1,3,51,0.0,-0.0,0.0,-0.0
2192,2,51,1,1,3,51,-0.0,0.06423513,0.01994918,-0.0171725
2193,3,51,1,1,3,51,0.01243254,-0.02310315,0.04270952,0.01603788
2194,4,51,1,1,3,51,0.00762602,0.02480835,-0.04860991,0.03322865
2195,1,51,1,1,4,51,-0.0,-0.0,-0.0,0.0
2196,2,51,1,1,4,51,-0.0,-0.0,-0.0,0.0
2197,3,51,1,1,4,51,-0.0,0.05703151,0.06276761,0.01653266
2198,4,51,1,1,4,51,0.00747863,-0.06933115,-0.05342965,-0.00168236
2199,1,51,1,1,1,52,0.05440555,0.07516469,0.02699448,-0.01546693
2200,2,51,1,1,1,52,-0.00318893,0.07182611,-0.02470289,-0.00407968
2201,3,51,1,1,1,52,-0.00199767,0.02159132,-0.01755001,0.00031558
2202,4,51,1,1,1,52,-0.00011891,0.00156016,-0.00096033,-0.00171624
2203,1,51,1,1,2,52,-0.05505371,0.04330742,0.01908706,-0.00113447
2204,2,51,1,1,2,52,0.08507907,-0.05830608,0.03452923,0.00508282
2205,3,51,1,1,2,52,0.00659905,0.05310808,-0.05113215,0.00838082
2206,4,51,1,1,2,52,-0.00099563,0.01652491,-0.02338337,0.0081861
2207,1,51,1,1,3,52,0.0,-0.0237995,0.01141062,0.00865864
2208,2,51,1,1,3,52,-0.07595424,0.04475832,0.01152255,-0.00288282
2209,3,51,1,1,3,52,0.06608315,-0.06283889,0.01253248,0.00777417
2210,4,51,1,1,3,52,0.00571864,0.03377067,-0.05898765,0.01321818
2211,1,51,1,1,4,52,-0.0,-0.0,-0.0,0.0
2212,2,51,1,1,4,52,0.0,-0.02872034,-0.00891953,0.00767804
2213,3,51,1,1,4,52,-0.08742391,-0.00922638,0.01417435,0.00083386
2214,4,51,1,1,4,52,0.0467328,-0.06628225,-0.01695033,-0.00773372
2215,1,51,1,1,5,52,0.0,0.0,0.0,-0.0
2216,2,51,1,1,5,52,-0.0,0.0,0.0,-0.0
2217,3,51,1,1,5,52,0.0,-0.02662233,-0.02929995,-0.00771745
2218,4,51,1,1,5,52,-0.10441353,-0.07346329,-0.0066995,-0.00084626
2219,1,52,1,1,1,51,0.03261706,0.0300673,-0.05396808,0.0138874
2220,2,52,1,1,1,51,-0.01435174,0.03046652,-0.01118388,0.01535691
2221,3,52,1,1,1,51,-0.00207362,-0.00558071,0.03741186,-0.00013113
2222,1,52,1,1,2,51,-0.05741016,-0.01146104,0.0211,0.01781151
2223,2,52,1,1,2,51,0.04883598,-0.02602675,0.01577118,0.01256202
2224,3,52,1,1,2,51,-0.00786963,0.03773482,-0.03384847,0.03642312
2225,1,52,1,1,3,51,-0.0,-0.05644111,-0.01752863,0.01508886
2226,2,52,1,1,3,51,-0.07263493,0.00120634,0.00904859,0.01431257
2227,3,52,1,1,3,51,0.03882193,-0.03133989,0.01788713,-0.02579707
2228,1,52,1,1,4,51,0.0,0.0,0.0,0.0
2229,2,52,1,1,4,51,0.0,-0.06008463,-0.0661278,-0.01741771
2230,3,52,1,1,4,51,-0.08146319,-0.03691571,-0.00201853,-0.00831971
2231,1,52,1,1,1,52,-0.01654916,-0.03431367,0.07002236,-0.04210954
2232,2,52,1,1,1,52,-0.00298093,-0.02634129,0.10252426,-0.03904006
2233,3,52,1,1,1,52,-0.00012413,-0.0017165,0.0207425,-0.0171204
2234,1,52,1,1,2,52,0.02029897,0.01136929,0.0592639,-0.02803603
2235,2,52,1,1,2,52,-0.00868611,0.02905191,-0.03379691,0.00021093
2236,3,52,1,1,2,52,-0.00204371,-0.01449519,0.06217133,-0.00406563
2237,1,52,1,1,3,52,0.01507795,0.04280638,0.03770333,-0.01621261
2238,2,52,1,1,3,52,0.01189642,0.01394983,-0.01317708,-0.00187513
2239,3,52,1,1,3,52,-0.00459506,0.0148915,0.00979864,0.03239152
2240,1,52,1,1,4,52,-0.0,0.05047807,0.01567672,-0.01349471
2241,2,52,1,1,4,52,0.01597402,-0.01516854,0.04711874,0.01805106
2242,3,52,1,1,4,52,0.0090109,0.02497123,-0.05513948,0.02612993
2243,1,52,1,1,5,52,-0.0,-0.0,-0.0,-0.0
2244,2,52,1,1,5,52,-0.0,0.05610284,0.06174554,0.01626345
2245,3,52,1,1,5,52,0.01235238,-0.06764893,-0.05695091,-0.00349745
2246,1,52,1,1,1,53,0.06605891,0.01385034,0.01143284,0.00277434
2247,2,52,1,1,1,53,0.00407673,0.05402906,-0.0566669,0.01248459
2248,3,52,1,1,1,53,-0.00058056,0.0125929,-0.01777757,0.00381591
2249,1,52,1,1,2,53,-0.06381459,0.01500645,0.01900968,0.00545508
2250,2,52,1,1,2,53,0.06275117,-0.05518146,0.00948833,0.00385737
2251,3,52,1,1,2,53,0.00687466,0.0320583,-0.06340133,0.01444888
2252,1,52,1,1,3,53,0.0,-0.02215147,-0.00687947,0.00592193
2253,2,52,1,1,3,53,-0.08512579,-0.0121654,0.01105476,-0.00021515
2254,3,52,1,1,3,53,0.04387989,-0.06879277,-0.01856092,-0.00598701
2255,1,52,1,1,4,53,-0.0,0.0,0.0,-0.0
2256,2,52,1,1,4,53,0.0,-0.02549439,-0.02805855,-0.00739047
2257,3,52,1,1,4,53,-0.10257153,-0.07108636,-0.00469096,-2.376e-05
2258,1,53,1,1,1,52,0.01349239,0.02445604,0.00441459,-0.02981609
2259,2,53,1,1,1,52,-0.02087181,0.02547424,0.02415716,-0.02218181
2260,3,53,1,1,1,52,-0.00429699,-0.01074301,0.05895628,-0.01663407
2261,4,53,1,1,1,52,-0.00014623,-0.00148659,0.01726501,-0.01173049
2262,1,53,1,1,2,52,-0.05363256,-0.00477092,0.03813417,-0.00061071
2263,2,53,1,1,2,52,0.07164663,-0.05778572,0.03362492,0.01782258
2264,3,53,1,1,2,52,-0.01268097,0.06816181,-0.06037203,0.00993292
2265,4,53,1,1,2,52,-0.00322391,-0.00332588,0.02689934,0.01189564
2266,1,53,1,1,3,52,0.0,-0.06044043,0.02897804,0.0219892
2267,2,53,1,1,3,52,-0.0746089,0.05783878,-0.01452511,-0.00517715
2268,3,53,1,1,3,52,0.05720652,-0.05802238,0.02785268,0.02008995
2269,4,53,1,1,3,52,-0.00607794,0.04242892,-0.03735521,0.02846528
2270,1,53,1,1,4,52,-0.0,-0.0,-0.0,0.0
2271,2,53,1,1,4,52,-0.0,-0.07268942,-0.02257479,0.01943266
2272,3,53,1,1,4,52,-0.0796179,0.00847756,0.0085481,0.00778039
2273,4,53,1,1,4,52,0.04208313,-0.03917085,0.01381587,-0.02347099
2274,1,53,1,1,5,52,0.0,0.0,0.0,-0.0
2275,2,53,1,1,5,52,0.0,0.0,0.0,0.0
2276,3,53,1,1,5,52,0.0,-0.06168275,-0.06788666,-0.01788099
2277,4,53,1,1,5,52,-0.08909962,-0.03930774,0.0024846,-0.00630962
2278,1,53,1,1,1,53,0.03037979,0.07336716,-0.00209508,-0.03155308
2279,2,53,1,1,1,53,-0.00119315,0.03819803,-0.04681858,-0.00572643
2280,3,53,1,1,1,53,-0.00894234,-0.00561507,0.04991283,-0.00493934
2281,4,53,1,1,1,53,-0.0014938,-0.00978402,0.06432013,-0.02402426
2282,1,53,1,1,2,53,-0.0,0.05500092,-0.02637007,-0.02001022
2283,2,53,1,1,2,53,0.02368792,-0.01036966,0.087003,0.00335949
2284,3,53,1,1,2,53,0.01166173,0.0388886,-0.03503035,-0.00387464
2285,4,53,1,1,2,53,-0.00485872,0.01458318,0.01219355,0.02697911
2286,1,53,1,1,3,53,0.0,-0.0,0.0,0.0
2287,2,53,1,1,3,53,-0.0,0.06380564,0.0198158,-0.01705768
2288,3,53,1,1,3,53,0.01960641,-0.02149134,0.04835627,0.02406519
2289,4,53,1,1,3,53,0.01044343,0.0270781,-0.06173369,0.01843328
2290,1,53,1,1,4,53,-0.0,-0.0,-0.0,-0.0
2291,2,53,1,1,4,53,0.0,-0.0,-0.0,0.0
2292,3,53,1,1,4,53,-0.0,0.05606753,0.06170668,0.01625321
2293,4,53,1,1,4,53,0.01677263,-0.0661292,-0.06038501,-0.00531037
2294,1,53,1,1,1,54,0.05584747,0.08142719,0.03287407,-0.01358974
2295,2,53,1,1,1,54,0.00262778,0.06529952,-0.02568972,-0.00252186
2296,3,53,1,1,1,54,-0.00124548,0.02262776,-0.02235731,-0.00034388
2297,4,53,1,1,1,54,-0.00011828,0.0019168,-0.00221254,-0.00179846
2298,1,53,1,1,2,54,-0.04933937,0.03477315,0.01797962,0.00167237
2299,2,53,1,1,2,54,0.07555878,-0.05098998,0.03417621,0.0015946
2300,3,53,1,1,2,54,0.01321441,0.04256823,-0.05032429,0.00863318
2301,4,53,1,1,2,54,-0.00036412,0.0183723,-0.03019815,0.00856102
2302,1,53,1,1,3,54,0.0,-0.02048668,0.0098223,0.00745338
2303,2,53,1,1,3,54,-0.07182872,0.03938218,0.00692878,-0.00265922
2304,3,53,1,1,3,54,0.05766432,-0.06393164,0.01176266,0.0054709
2305,4,53,1,1,3,54,0.00963201,0.02417285,-0.05982428,0.01165657
2306,1,53,1,1,4,54,-0.0,-0.0,-0.0,-0.0
2307,2,53,1,1,4,54,0.0,-0.02691249,-0.00835808,0.00719474
2308,3,53,1,1,4,54,-0.0829977,-0.0092655,0.00975458,-0.0027651
2309,4,53,1,1,4,54,0.03982214,-0.071039,-0.01973718,-0.00393793
2310,1,53,1,1,5,54,0.0,0.0,0.0,-0.0
2311,2,53,1,1,5,54,-0.0,0.0,0.0,-0.0
2312,3,53,1,1,5,54,0.0,-0.02473613,-0.02722403,-0.00717067
2313,4,53,1,1,5,54,-0.09965659,-0.06786063,-0.00260804,0.00076568
2314,1,54,1,1,1,53,0.04048819,0.03132798,-0.05139254,0.01429925
2315,2,54,1,1,1,53,-0.01159174,0.03581305,-0.0122357,0.01652498
2316,3,54,1,1,1,53,-0.00226526,-0.00199402,0.03565856,-0.00489314
2317,1,54,1,1,2,53,-0.06466318,-0.01559783,0.01640483,0.01839306
2318,2,54,1,1,2,53,0.05629437,-0.03264758,0.01436978,0.00932963
2319,3,54,1,1,2,53,-0.00500926,0.04074452,-0.04125237,0.03055662
2320,1,54,1,1,3,53,-0.0,-0.05520768,-0.01714557,0.01475912
2321,2,54,1,1,3,53,-0.08412655,-0.00266896,0.00199925,0.00588169
2322,3,54,1,1,3,53,0.04420736,-0.04432371,0.01127194,-0.02159461
2323,1,54,1,1,4,53,0.0,0.0,0.0,0.0
2324,2,54,1,1,4,53,0.0,-0.06106659,-0.06720853,-0.01770237
2325,3,54,1,1,4,53,-0.09592961,-0.04159556,0.00658328,-0.00438948
2326,1,54,1,1,1,54,-0.01777241,-0.02243546,0.08381138,-0.02698017
2327,2,54,1,1,1,54,-0.00319334,-0.02037203,0.10485458,-0.05086171
2328,3,54,1,1,1,54,-0.00014853,-0.00168871,0.02269367,-0.02190107
2329,1,54,1,1,2,54,0.02705851,0.01786876,0.06498546,-0.02316601
2330,2,54,1,1,2,54,-0.00905176,0.03885349,-0.03977722,0.00667505
2331,3,54,1,1,2,54,-0.00240446,-0.01074038,0.06469779,-0.01426191
2332,1,54,1,1,3,54,0.0178515,0.04489574,0.0387839,-0.01587411
2333,2,54,1,1,3,54,0.0164672,0.01345077,-0.00798465,0.01119036
2334,3,54,1,1,3,54,-0.00426929,0.02407791,-0.0005381,0.01518431
2335,1,54,1,1,4,54,0.0,0.04657793,0.01446547,-0.01245206
2336,2,54,1,1,4,54,0.02193947,-0.01070169,0.05248135,0.0245855
2337,3,54,1,1,4,54,0.01206458,0.02520048,-0.06825486,0.01136061
2338,1,54,1,1,5,54,-0.0,-0.0,-0.0,-0.0
2339,2,54,1,1,5,54,-0.0,0.0538902,0.05931035,0.01562203
2340,3,54,1,1,5,54,0.02062712,-0.06387146,-0.06268474,-0.00685474
2341,1,54,1,1,1,55,0.06276757,0.01511605,0.01434476,0.00215554
2342,2,54,1,1,1,55,0.0081498,0.04722202,-0.05914535,0.01210826
2343,3,54,1,1,1,55,-0.00010934,0.01301651,-0.02216167,0.003505
2344,1,54,1,1,2,55,-0.05871131,0.01077567,0.01502244,0.00538035
2345,2,54,1,1,2,55,0.05427268,-0.05560001,0.00807078,0.00112812
2346,3,54,1,1,2,55,0.01022337,0.02300087,-0.06541037,0.01379565
2347,1,54,1,1,3,55,0.0,-0.01936832,-0.00601512,0.00517789
2348,2,54,1,1,3,55,-0.07890495,-0.01279243,0.00633282,-0.00326522
2349,3,54,1,1,3,55,0.03546492,-0.07230841,-0.02017211,-0.00230266
2350,1,54,1,1,4,55,0.0,0.0,0.0,-0.0
2351,2,54,1,1,4,55,0.0,-0.02303332,-0.02534996,-0.00667705
2352,3,54,1,1,4,55,-0.09559258,-0.06410598,-0.00086666,0.00140748
2353,1,55,1,1,1,54,0.01998938,0.03680462,0.01561905,-0.02594931
2354,2,55,1,1,1,54,-0.01632549,0.02978227,0.0285214,-0.01859039
2355,3,55,1,1,1,54,-0.00441847,-0.00376651,0.05518147,-0.02163083
2356,4,55,1,1,1,54,-0.00018934,-0.00126056,0.01793665,-0.01446296
2357,1,55,1,1,2,54,-0.05556973,-0.00944368,0.03920697,0.00655528
2358,2,55,1,1,2,54,0.07614418,-0.05249929,0.03116292,0.00957983
2359,3,55,1,1,2,54,-0.00680285,0.06750892,-0.06387705,0.0135191
2360,4,55,1,1,2,54,-0.00363364,0.00275351,0.02088588,0.00983592
2361,1,55,1,1,3,54,0.0,-0.0552749,0.02650143,0.02010989
2362,2,55,1,1,3,54,-0.08330641,0.05485978,-0.02333348,-0.00540774
2363,3,55,1,1,3,54,0.0624394,-0.06894436,0.02992078,0.01752272
2364,4,55,1,1,3,54,-0.00190144,0.0431294,-0.0443642,0.02133725
2365,1,55,1,1,4,54,-0.0,-0.0,-0.0,0.0
2366,2,55,1,1,4,54,-0.0,-0.07365368,-0.02287425,0.01969044
2367,3,55,1,1,4,54,-0.0899651,0.00755313,0.00167024,-0.00183497
2368,4,55,1,1,4,54,0.04525058,-0.0529901,0.00803013,-0.01808293
2369,1,55,1,1,5,54,0.0,0.0,0.0,0.0
2370,2,55,1,1,5,54,0.0,0.0,0.0,0.0
2371,3,55,1,1,5,54,0.0,-0.06225438,-0.06851578,-0.01804669
2372,4,55,1,1,5,54,-0.10179704,-0.04255104,0.01149181,-0.00225251
2373,1,55,1,1,1,55,0.03556165,0.07297041,-0.00246947,-0.03790836
2374,2,55,1,1,1,55,-0.00101505,0.04090828,-0.03795163,0.01689612
2375,3,55,1,1,1,55,-0.00875825,0.00378713,0.05414978,-0.00876855
2376,4,55,1,1,1,55,-0.00160902,-0.00666092,0.06575234,-0.03767794
2377,1,55,1,1,2,55,-0.0,0.04984515,-0.02389815,-0.01813446
2378,2,55,1,1,2,55,0.02920412,-0.0074146,0.09437992,0.00367956
2379,3,55,1,1,2,55,0.01482588,0.04224543,-0.03738882,0.00888162
2380,4,55,1,1,2,55,-0.00439668,0.02240463,0.00337694,0.00845807
2381,1,55,1,1,3,55,0.0,0.0,0.0,-0.0
2382,2,55,1,1,3,55,-0.0,0.06126186,0.01902578,-0.01637763
2383,3,55,1,1,3,55,0.02491972,-0.01915706,0.05301777,0.03093812
2384,4,55,1,1,3,55,0.01361286,0.02674186,-0.0750947,0.00341809
2385,1,55,1,1,4,55,-0.0,-0.0,-0.0,-0.0
2386,2,55,1,1,4,55,-0.0,-0.0,-0.0,0.0
2387,3,55,1,1,4,55,-0.0,0.05322314,0.05857621,0.01542866
2388,4,55,1,1,4,55,0.0238511,-0.06196431,-0.0649537,-0.00839922
2389,1,55,1,1,1,56,0.05596372,0.08537627,0.03756248,-0.01130465
2390,2,55,1,1,1,56,0.00743598,0.05761876,-0.02753272,-0.00174074
2391,3,55,1,1,1,56,-0.00029811,0.02233721,-0.02697198,-0.00102615
2392,4,55,1,1,1,56,-0.00010339,0.00225634,-0.0037464,-0.00174133
2393,1,55,1,1,2,56,-0.04254138,0.02607545,0.01658233,0.00376969
2394,2,55,1,1,2,56,0.0623722,-0.04213849,0.0320972,-0.00170791
2395,3,55,1,1,2,56,0.01929902,0.02971518,-0.04872355,0.00869317
2396,4,55,1,1,2,56,0.00064136,0.01908922,-0.0375551,0.00904933
2397,1,55,1,1,3,56,0.0,-0.01646962,0.00789633,0.00599191
2398,2,55,1,1,3,56,-0.06419113,0.03149444,0.00258247,-0.00195347
2399,3,55,1,1,3,56,0.04438913,-0.06181659,0.01074945,0.00260975
2400,4,55,1,1,3,56,0.01333829,0.01159638,-0.05860915,0.01059466
2401,1,55,1,1,4,56,-0.0,-0.0,-0.0,-0.0
2402,2,55,1,1,4,56,0.0,-0.02396318,-0.00744212,0.00640627
2403,3,55,1,1,4,56,-0.07473156,-0.00907676,0.00504294,-0.00568184
2404,4,55,1,1,4,56,0.02927188,-0.07268599,-0.01989689,-0.00027503
2405,1,55,1,1,5,56,0.0,0.0,0.0,0.0
2406,2,55,1,1,5,56,-0.0,0.0,0.0,-0.0
2407,3,55,1,1,5,56,0.0,-0.02192419,-0.02412927,-0.00635552
2408,4,55,1,1,5,56,-0.09028308,-0.05934646,0.0009779,0.00201327
2409,1,56,1,1,1,55,0.04585529,0.03193947,-0.04867805,0.01475161
2410,2,56,1,1,1,55,-0.00751771,0.03912835,-0.01377671,0.01705326
2411,3,56,1,1,1,55,-0.00231636,0.001926,0.03215865,-0.01070681
2412,1,56,1,1,2,55,-0.06911086,-0.02058348,0.01132045,0.01887238
2413,2,56,1,1,2,55,0.0587794,-0.03878436,0.01209774,0.00424951
2414,3,56,1,1,2,55,-0.00079277,0.04011928,-0.04926081,0.02601197
2415,1,56,1,1,3,55,-0.0,-0.05183286,-0.01609747,0.0138569
2416,2,56,1,1,3,55,-0.09195982,-0.00750151,-0.00648469,-0.00263369
2417,3,56,1,1,3,55,0.04488523,-0.05729959,0.00707501,-0.01566611
2418,1,56,1,1,4,55,0.0,0.0,0.0,0.0
2419,2,56,1,1,4,55,0.0,-0.05998037,-0.06601306,-0.01738749
2420,3,56,1,1,4,55,-0.10634345,-0.04360252,0.01538072,-0.00038504
2421,1,56,1,1,1,56,-0.01756725,-0.00956089,0.09847846,-0.01062059
2422,2,56,1,1,1,56,-0.00329,-0.01355825,0.10452384,-0.06535182
2423,3,56,1,1,1,56,-0.00017506,-0.0015294,0.02406271,-0.02759749
2424,1,56,1,1,2,56,0.03331061,0.02484142,0.06965223,-0.01935267
2425,2,56,1,1,2,56,-0.00815259,0.04687649,-0.04525844,0.0160267
2426,3,56,1,1,2,56,-0.00272687,-0.00528737,0.06473512,-0.02921717
2427,1,56,1,1,3,56,0.0184648,0.04570088,0.0374921,-0.01517517
2428,2,56,1,1,3,56,0.02151682,0.01129616,-0.00011666,0.02390283
2429,3,56,1,1,3,56,-0.00310523,0.03234571,-0.01591964,-0.00375223
2430,1,56,1,1,4,56,0.0,0.04055472,0.01259487,-0.01084182
2431,2,56,1,1,4,56,0.02541967,-0.00496701,0.05616284,0.02917144
2432,3,56,1,1,4,56,0.01544936,0.0219568,-0.0806604,-0.00299319
2433,1,56,1,1,5,56,-0.0,-0.0,-0.0,-0.0
2434,2,56,1,1,5,56,-0.0,0.04942129,0.05439197,0.01432656
2435,3,56,1,1,5,56,0.02625984,-0.05877708,-0.06532342,-0.00947542
2436,1,56,1,1,1,57,0.05739432,0.01571626,0.01626774,0.00167821
2437,2,56,1,1,1,57,0.01146081,0.03885823,-0.06130224,0.01124088
2438,3,56,1,1,1,57,0.00049689,0.01258187,-0.02653686,0.00340253
2439,1,56,1,1,2,57,-0.0515998,0.00644496,0.01110673,0.00519787
2440,2,56,1,1,2,57,0.04274524,-0.05415541,0.00634199,-0.00185589
2441,3,56,1,1,2,57,0.01288377,0.01206748,-0.06584237,0.01379684
2442,1,56,1,1,3,57,0.0,-0.01587961,-0.00493165,0.00424523
2443,2,56,1,1,3,57,-0.06902259,-0.013107,0.00156693,-0.00550479
2444,3,56,1,1,3,57,0.02385359,-0.07247992,-0.01916442,0.00111413
2445,1,56,1,1,4,57,-0.0,0.0,0.0,-0.0
2446,2,56,1,1,4,57,0.0,-0.0195726,-0.02154117,-0.00567383
2447,3,56,1,1,4,57,-0.08373926,-0.05419229,0.00225403,0.00240271
2448,1,57,1,1,1,56,0.02587159,0.04920685,0.02733309,-0.02077502
2449,2,57,1,1,1,56,-0.01071587,0.03280731,0.03173566,-0.01709369
2450,3,57,1,1,1,56,-0.00420309,0.00298286,0.04925047,-0.02738581
2451,4,57,1,1,1,56,-0.00023968,-0.00085494,0.01777937,-0.01746155
2452,1,57,1,1,2,56,-0.05485336,-0.01510407,0.03967742,0.01265548
2453,2,57,1,1,2,56,0.07344074,-0.0439655,0.02483385,0.00025567
2454,3,57,1,1,2,56,0.00157784,0.06055656,-0.06566892,0.01787789
2455,4,57,1,1,2,56,-0.00373746,0.00983421,0.01199047,0.00697556
2456,1,57,1,1,3,56,0.0,-0.0474869,0.02276749,0.01727649
2457,2,57,1,1,3,56,-0.08716848,0.04554643,-0.03144889,-0.00422711
2458,3,57,1,1,3,56,0.06007384,-0.07665811,0.03146372,0.01238545
2459,4,57,1,1,3,56,0.00420722,0.03795001,-0.05073834,0.01566706
2460,1,57,1,1,4,56,-0.0,-0.0,-0.0,0.0
2461,2,57,1,1,4,56,-0.0,-0.07153089,-0.02221499,0.01912294
2462,3,57,1,1,4,56,-0.09573851,0.00609277,-0.00664965,-0.01157381
2463,4,57,1,1,4,56,0.04254953,-0.06619017,0.00529556,-0.01070118
2464,1,57,1,1,5,56,0.0,0.0,0.0,-0.0
2465,2,57,1,1,5,56,0.0,0.0,0.0,0.0
2466,3,57,1,1,5,56,0.0,-0.06062639,-0.06672405,-0.01757476
2467,4,57,1,1,5,56,-0.10936136,-0.04254513,0.0204965,0.00178835
2468,1,57,1,1,1,57,0.03908488,0.07147267,-0.00304104,-0.04261012
2469,2,57,1,1,1,57,-0.00032235,0.04344874,-0.02612974,0.04173471
