,k1,L1,k2,L2,k3,L3,rho1
2069,2,49,1,1,1,48,0.06637129
2070,3,49,1,1,1,48,0.0021484
2071,4,49,1,1,1,48,-2.601e-05
2072,1,49,1,1,2,48,-0.0
2073,2,49,1,1,2,48,0.24651077
2074,3,49,1,1,2,48,0.0583563
2075,4,49,1,1,2,48,0.00139389
2076,1,49,1,1,3,48,0.0
2077,2,49,1,1,3,48,0.0
2078,3,49,1,1,3,48,0.22982697
2079,4,49,1,1,3,48,0.03261558
2080,1,49,1,1,4,48,-0.0
2081,2,49,1,1,4,48,0.0
2082,3,49,1,1,4,48,0.0
2083,4,49,1,1,4,48,0.17753504
2084,1,49,1,1,5,48,0.0
2085,2,49,1,1,5,48,-0.0
2086,3,49,1,1,5,48,-0.0
2087,4,49,1,1,5,48,0.0
2088,1,49,1,1,1,49,0.0
2089,2,49,1,1,1,49,-0.01219392
2090,3,49,1,1,1,49,-0.0091312
2091,4,49,1,1,1,49,-0.00102623
2092,1,49,1,1,2,49,-0.0
2093,2,49,1,1,2,49,0.0
2094,3,49,1,1,2,49,-0.01647849
2095,4,49,1,1,2,49,-0.00786971
2096,1,49,1,1,3,49,0.0
2097,2,49,1,1,3,49,-0.0
2098,3,49,1,1,3,49,0.0
2099,4,49,1,1,3,49,-0.01862536
2100,1,49,1,1,4,49,0.0
2101,2,49,1,1,4,49,0.0
2102,3,49,1,1,4,49,0.0
2103,4,49,1,1,4,49,0.0
2104,1,49,1,1,1,50,-0.12546518
2105,2,49,1,1,1,50,-0.03529827
2106,3,49,1,1,1,50,-0.00314167
2107,4,49,1,1,1,50,-6.323e-05
2108,1,49,1,1,2,50,-0.0
2109,2,49,1,1,2,50,-0.08782104
2110,3,49,1,1,2,50,-0.03197219
2111,4,49,1,1,2,50,-0.00221083
2112,1,49,1,1,3,50,0.0
2113,2,49,1,1,3,50,-0.0
2114,3,49,1,1,3,50,-0.08244745
2115,4,49,1,1,3,50,-0.01859774
2116,1,49,1,1,4,50,-0.0
2117,2,49,1,1,4,50,0.0
2118,3,49,1,1,4,50,-0.0
2119,4,49,1,1,4,50,-0.06411957
2120,1,49,1,1,5,50,0.0
2121,2,49,1,1,5,50,-0.0
2122,3,49,1,1,5,50,-0.0
2123,4,49,1,1,5,50,-0.0
2124,1,50,1,1,1,49,0.28121152
2125,2,50,1,1,1,49,0.04585024
2126,3,50,1,1,1,49,0.00111005
2127,1,50,1,1,2,49,0.0
2128,2,50,1,1,2,49,0.2269695
2129,3,50,1,1,2,49,0.03348311
2130,1,50,1,1,3,49,0.0
2131,2,50,1,1,3,49,0.0
2132,3,50,1,1,3,49,0.17144341
2133,1,50,1,1,4,49,-0.0
2134,2,50,1,1,4,49,0.0
2135,3,50,1,1,4,49,-0.0
2136,1,50,1,1,1,50,-0.01143365
2137,2,50,1,1,1,50,-0.00197994
2138,3,50,1,1,1,50,-6.347e-05
2139,1,50,1,1,2,50,-0.0064923
2140,2,50,1,1,2,50,-0.01032948
2141,3,50,1,1,2,50,-0.00149451
2142,1,50,1,1,3,50,0.0
2143,2,50,1,1,3,50,-0.01463156
2144,3,50,1,1,3,50,-0.00784524
2145,1,50,1,1,4,50,-0.0
2146,2,50,1,1,4,50,0.0
2147,3,50,1,1,4,50,-0.01724899
2148,1,50,1,1,5,50,0.0
2149,2,50,1,1,5,50,0.0
2150,3,50,1,1,5,50,-0.0
2151,1,50,1,1,1,51,-0.10419741
2152,2,50,1,1,1,51,-0.02486504
2153,3,50,1,1,1,51,-0.0016592
2154,1,50,1,1,2,51,-0.0
2155,2,50,1,1,2,51,-0.0797049
2156,3,50,1,1,2,51,-0.01841561
2157,1,50,1,1,3,51,0.0
2158,2,50,1,1,3,51,-0.0
2159,3,50,1,1,3,51,-0.05956236
2160,1,50,1,1,4,51,-0.0
2161,2,50,1,1,4,51,-0.0
2162,3,50,1,1,4,51,-0.0
2163,1,51,1,1,1,50,0.30733066
2164,2,51,1,1,1,50,0.06630069
2165,3,51,1,1,1,50,0.00264793
2166,4,51,1,1,1,50,-3.127e-05
2167,1,51,1,1,2,50,-0.0
2168,2,51,1,1,2,50,0.22852974
2169,3,51,1,1,2,50,0.06443977
2170,4,51,1,1,2,50,0.00192744
2171,1,51,1,1,3,50,0.0
2172,2,51,1,1,3,50,-0.0
2173,3,51,1,1,3,50,0.21200799
2174,4,51,1,1,3,50,0.03591235
2175,1,51,1,1,4,50,-0.0
2176,2,51,1,1,4,50,0.0
2177,3,51,1,1,4,50,-0.0
2178,4,51,1,1,4,50,0.16465283
2179,1,51,1,1,5,50,0.0
2180,2,51,1,1,5,50,-0.0
2181,3,51,1,1,5,50,0.0
2182,4,51,1,1,5,50,-0.0
2183,1,51,1,1,1,51,0.0
2184,2,51,1,1,1,51,-0.01130008
2185,3,51,1,1,1,51,-0.00889306
2186,4,51,1,1,1,51,-0.00112894
2187,1,51,1,1,2,51,-0.0
2188,2,51,1,1,2,51,0.0
2189,3,51,1,1,2,51,-0.01429877
2190,4,51,1,1,2,51,-0.00780045
2191,1,51,1,1,3,51,0.0
2192,2,51,1,1,3,51,-0.0
2193,3,51,1,1,3,51,0.0
2194,4,51,1,1,3,51,-0.01596192
2195,1,51,1,1,4,51,-0.0
2196,2,51,1,1,4,51,0.0
2197,3,51,1,1,4,51,-0.0
2198,4,51,1,1,4,51,0.0
2199,1,51,1,1,1,52,-0.11442473
2200,2,51,1,1,1,52,-0.0328023
2201,3,51,1,1,1,52,-0.0034071
2202,4,51,1,1,1,52,-8.079e-05
2203,1,51,1,1,2,52,-0.0
2204,2,51,1,1,2,52,-0.07544903
2205,3,51,1,1,2,52,-0.03254826
2206,4,51,1,1,2,52,-0.00267827
2207,1,51,1,1,3,52,-0.0
2208,2,51,1,1,3,52,-0.0
2209,3,51,1,1,3,52,-0.06978517
2210,4,51,1,1,3,52,-0.01886266
2211,1,51,1,1,4,52,0.0
2212,2,51,1,1,4,52,0.0
2213,3,51,1,1,4,52,-0.0
2214,4,51,1,1,4,52,-0.05471528
2215,1,51,1,1,5,52,-0.0
2216,2,51,1,1,5,52,-0.0
2217,3,51,1,1,5,52,0.0
2218,4,51,1,1,5,52,-0.0
2219,1,52,1,1,1,51,0.2680823
2220,2,52,1,1,1,51,0.04779249
2221,3,52,1,1,1,51,0.00141728
2222,1,52,1,1,2,51,0.0
2223,2,52,1,1,2,51,0.21089928
2224,3,52,1,1,2,51,0.03635938
2225,1,52,1,1,3,51,-0.0
2226,2,52,1,1,3,51,0.0
2227,3,52,1,1,3,51,0.15801845
2228,1,52,1,1,4,51,0.0
2229,2,52,1,1,4,51,0.0
2230,3,52,1,1,4,51,-0.0
2231,1,52,1,1,1,52,-0.01110522
2232,2,52,1,1,1,52,-0.00208574
2233,3,52,1,1,1,52,-7.813e-05
2234,1,52,1,1,2,52,-0.00530428
2235,2,52,1,1,2,52,-0.0103008
2236,3,52,1,1,2,52,-0.0017429
2237,1,52,1,1,3,52,0.0
2238,2,52,1,1,3,52,-0.01225521
2239,3,52,1,1,3,52,-0.00774007
2240,1,52,1,1,4,52,-0.0
2241,2,52,1,1,4,52,0.0
2242,3,52,1,1,4,52,-0.01461969
2243,1,52,1,1,5,52,0.0
2244,2,52,1,1,5,52,-0.0
2245,3,52,1,1,5,52,0.0
2246,1,52,1,1,1,53,-0.09281919
2247,2,52,1,1,1,53,-0.02402235
2248,3,52,1,1,1,53,-0.00186091
2249,1,52,1,1,2,53,-0.0
2250,2,52,1,1,2,53,-0.0682985
2251,3,52,1,1,2,53,-0.01838797
2252,1,52,1,1,3,53,0.0
2253,2,52,1,1,3,53,-0.0
2254,3,52,1,1,3,53,-0.05025563
2255,1,52,1,1,4,53,-0.0
2256,2,52,1,1,4,53,0.0
2257,3,52,1,1,4,53,-0.0
2258,1,53,1,1,1,52,0.29617753
2259,2,53,1,1,1,52,0.06491696
2260,3,53,1,1,1,52,0.00319719
2261,4,53,1,1,1,52,-3.702e-05
2262,1,53,1,1,2,52,0.0
2263,2,53,1,1,2,52,0.21005257
2264,3,53,1,1,2,52,0.0705122
2265,4,53,1,1,2,52,0.00265207
2266,1,53,1,1,3,52,-0.0
2267,2,53,1,1,3,52,0.0
2268,3,53,1,1,3,52,0.19200582
2269,4,53,1,1,3,52,0.0394413
2270,1,53,1,1,4,52,0.0
2271,2,53,1,1,4,52,0.0
2272,3,53,1,1,4,52,-0.0
2273,4,53,1,1,4,52,0.15026719
2274,1,53,1,1,5,52,-0.0
2275,2,53,1,1,5,52,0.0
2276,3,53,1,1,5,52,0.0
2277,4,53,1,1,5,52,-0.0
2278,1,53,1,1,1,53,0.0
2279,2,53,1,1,1,53,-0.01048465
2280,3,53,1,1,1,53,-0.00854368
2281,4,53,1,1,1,53,-0.00122541
2282,1,53,1,1,2,53,-0.0
2283,2,53,1,1,2,53,0.0
2284,3,53,1,1,2,53,-0.01226145
2285,4,53,1,1,2,53,-0.00764892
2286,1,53,1,1,3,53,0.0
2287,2,53,1,1,3,53,-0.0
2288,3,53,1,1,3,53,0.0
2289,4,53,1,1,3,53,-0.01341378
2290,1,53,1,1,4,53,0.0
2291,2,53,1,1,4,53,-0.0
2292,3,53,1,1,4,53,-0.0
2293,4,53,1,1,4,53,0.0
2294,1,53,1,1,1,54,-0.10328963
2295,2,53,1,1,1,54,-0.02975951
2296,3,53,1,1,1,54,-0.0036213
2297,4,53,1,1,1,54,-0.00010225
2298,1,53,1,1,2,54,-0.0
2299,2,53,1,1,2,54,-0.06380623
2300,3,53,1,1,2,54,-0.03254136
2301,4,53,1,1,2,54,-0.00322537
2302,1,53,1,1,3,54,0.0
2303,2,53,1,1,3,54,-0.0
2304,3,53,1,1,3,54,-0.05708916
2305,4,53,1,1,3,54,-0.01892294
2306,1,53,1,1,4,54,-0.0
2307,2,53,1,1,4,54,-0.0
2308,3,53,1,1,4,54,-0.0
2309,4,53,1,1,4,54,-0.04526225
2310,1,53,1,1,5,54,0.0
2311,2,53,1,1,5,54,0.0
2312,3,53,1,1,5,54,0.0
2313,4,53,1,1,5,54,-0.0
2314,1,54,1,1,1,53,0.25401097
2315,2,54,1,1,1,53,0.04907921
2316,3,54,1,1,1,53,0.00178074
2317,1,54,1,1,2,53,0.0
2318,2,54,1,1,2,53,0.19364315
2319,3,54,1,1,2,53,0.03913454
2320,1,54,1,1,3,53,0.0
2321,2,54,1,1,3,53,0.0
2322,3,54,1,1,3,53,0.14313844
2323,1,54,1,1,4,53,-0.0
2324,2,54,1,1,4,53,-0.0
2325,3,54,1,1,4,53,0.0
2326,1,54,1,1,1,54,-0.01068303
2327,2,54,1,1,1,54,-0.00215833
2328,3,54,1,1,1,54,-9.494e-05
2329,1,54,1,1,2,54,-0.00424733
2330,2,54,1,1,2,54,-0.01016393
2331,3,54,1,1,2,54,-0.00201839
2332,1,54,1,1,3,54,-0.0
2333,2,54,1,1,3,54,-0.00994997
2334,3,54,1,1,3,54,-0.0075495
2335,1,54,1,1,4,54,0.0
2336,2,54,1,1,4,54,-0.0
2337,3,54,1,1,4,54,-0.01207639
2338,1,54,1,1,5,54,-0.0
2339,2,54,1,1,5,54,0.0
2340,3,54,1,1,5,54,-0.0
2341,1,54,1,1,1,55,-0.08156237
2342,2,54,1,1,1,55,-0.02272571
2343,3,54,1,1,1,55,-0.00205453
2344,1,54,1,1,2,55,-0.0
2345,2,54,1,1,2,55,-0.05719301
2346,3,54,1,1,2,55,-0.01803427
2347,1,54,1,1,3,55,0.0
2348,2,54,1,1,3,55,-0.0
2349,3,54,1,1,3,55,-0.04101037
2350,1,54,1,1,4,55,-0.0
2351,2,54,1,1,4,55,-0.0
2352,3,54,1,1,4,55,-0.0
2353,1,55,1,1,1,54,0.28384546
2354,2,55,1,1,1,54,0.06217698
2355,3,55,1,1,1,54,0.0037769
2356,4,55,1,1,1,54,-4.307e-05
2357,1,55,1,1,2,54,0.0
2358,2,55,1,1,2,54,0.19141463
2359,3,55,1,1,2,54,0.07611486
2360,4,55,1,1,2,54,0.00363333
2361,1,55,1,1,3,54,-0.0
2362,2,55,1,1,3,54,0.0
2363,3,55,1,1,3,54,0.16954063
2364,4,55,1,1,3,54,0.0432631
2365,1,55,1,1,4,54,0.0
2366,2,55,1,1,4,54,-0.0
2367,3,55,1,1,4,54,0.0
2368,4,55,1,1,4,54,0.13406626
2369,1,55,1,1,5,54,-0.0
2370,2,55,1,1,5,54,0.0
2371,3,55,1,1,5,54,-0.0
2372,4,55,1,1,5,54,0.0
2373,1,55,1,1,1,55,0.0
2374,2,55,1,1,1,55,-0.00973514
2375,3,55,1,1,1,55,-0.00806958
2376,4,55,1,1,1,55,-0.00130915
2377,1,55,1,1,2,55,-0.0
2378,2,55,1,1,2,55,0.0
2379,3,55,1,1,2,55,-0.01036518
2380,4,55,1,1,2,55,-0.00739626
2381,1,55,1,1,3,55,0.0
2382,2,55,1,1,3,55,0.0
2383,3,55,1,1,3,55,-0.0
2384,4,55,1,1,3,55,-0.01096823
2385,1,55,1,1,4,55,0.0
2386,2,55,1,1,4,55,-0.0
2387,3,55,1,1,4,55,0.0
2388,4,55,1,1,4,55,0.0
2389,1,55,1,1,1,56,-0.09200895
2390,2,55,1,1,1,56,-0.02628254
2391,3,55,1,1,1,56,-0.0037574
2392,4,55,1,1,1,56,-0.00012818
2393,1,55,1,1,2,56,-0.0
2394,2,55,1,1,2,56,-0.05304291
2395,3,55,1,1,2,56,-0.03168378
2396,4,55,1,1,2,56,-0.00384331
2397,1,55,1,1,3,56,0.0
2398,2,55,1,1,3,56,-0.0
2399,3,55,1,1,3,56,-0.04452263
2400,4,55,1,1,3,56,-0.01872955
2401,1,55,1,1,4,56,-0.0
2402,2,55,1,1,4,56,0.0
2403,3,55,1,1,4,56,-0.0
2404,4,55,1,1,4,56,-0.03575276
2405,1,55,1,1,5,56,0.0
2406,2,55,1,1,5,56,0.0
2407,3,55,1,1,5,56,0.0
2408,4,55,1,1,5,56,-0.0
2409,1,56,1,1,1,55,0.23886641
2410,2,56,1,1,1,55,0.04952996
2411,3,56,1,1,1,55,0.00220092
2412,1,56,1,1,2,55,0.0
2413,2,56,1,1,2,55,0.17521713
2414,3,56,1,1,2,55,0.04164808
2415,1,56,1,1,3,55,-0.0
2416,2,56,1,1,3,55,0.0
2417,3,56,1,1,3,55,0.12661093
2418,1,56,1,1,4,55,0.0
2419,2,56,1,1,4,55,-0.0
2420,3,56,1,1,4,55,0.0
2421,1,56,1,1,1,56,-0.01016625
2422,2,56,1,1,1,56,-0.00218885
2423,3,56,1,1,1,56,-0.00011372
2424,1,56,1,1,2,56,-0.00332476
2425,2,56,1,1,2,56,-0.00987823
2426,3,56,1,1,2,56,-0.00230986
2427,1,56,1,1,3,56,0.0
2428,2,56,1,1,3,56,-0.00772019
2429,3,56,1,1,3,56,-0.00725804
2430,1,56,1,1,4,56,-0.0
2431,2,56,1,1,4,56,0.0
2432,3,56,1,1,4,56,-0.00958665
2433,1,56,1,1,5,56,0.0
2434,2,56,1,1,5,56,0.0
2435,3,56,1,1,5,56,0.0
2436,1,56,1,1,1,57,-0.07042679
2437,2,56,1,1,1,57,-0.02095559
2438,3,56,1,1,1,57,-0.00222456
2439,1,56,1,1,2,57,-0.0
2440,2,56,1,1,2,57,-0.04650287
2441,3,56,1,1,2,57,-0.01725805
2442,1,56,1,1,3,57,0.0
2443,2,56,1,1,3,57,-0.0
2444,3,56,1,1,3,57,-0.03190688
2445,1,56,1,1,4,57,-0.0
2446,2,56,1,1,4,57,0.0
2447,3,56,1,1,4,57,-0.0
2448,1,57,1,1,1,56,0.2700269
2449,2,57,1,1,1,56,0.05813062
2450,3,57,1,1,1,56,0.00435197
2451,4,57,1,1,1,56,-4.911e-05
2452,1,57,1,1,2,56,0.0
2453,2,57,1,1,2,56,0.1729955
2454,3,57,1,1,2,56,0.08042912
2455,4,57,1,1,2,56,0.00494926
2456,1,57,1,1,3,56,-0.0
2457,2,57,1,1,3,56,0.0
2458,3,57,1,1,3,56,0.14442601
2459,4,57,1,1,3,56,0.04746334
2460,1,57,1,1,4,56,0.0
2461,2,57,1,1,4,56,-0.0
2462,3,57,1,1,4,56,0.0
2463,4,57,1,1,4,56,0.11552072
2464,1,57,1,1,5,56,-0.0
2465,2,57,1,1,5,56,0.0
2466,3,57,1,1,5,56,-0.0
2467,4,57,1,1,5,56,0.0
2468,1,57,1,1,1,57,0.0
2469,2,57,1,1,1,57,-0.0090352
2470,3,57,1,1,1,57,-0.00745623
2471,4,57,1,1,1,57,-0.00137123
2472,1,57,1,1,2,57,-0.0
2473,2,57,1,1,2,57,0.0
2474,3,57,1,1,2,57,-0.00861175
2475,4,57,1,1,2,57,-0.00701554
2476,1,57,1,1,3,57,0.0
2477,2,57,1,1,3,57,-0.0
2478,3,57,1,1,3,57,0.0
2479,4,57,1,1,3,57,-0.00861686
2480,1,57,1,1,4,57,-0.0
2481,2,57,1,1,4,57,0.0
2482,3,57,1,1,4,57,-0.0
2483,4,57,1,1,4,57,0.0
2484,1,57,1,1,1,58,-0.08053062
2485,2,57,1,1,1,58,-0.02252173
2486,3,57,1,1,1,58,-0.00378277
2487,4,57,1,1,1,58,-0.00015903
2488,1,57,1,1,2,58,-0.0
2489,2,57,1,1,2,58,-0.04326502
2490,3,57,1,1,2,58,-0.02963949
2491,4,57,1,1,2,58,-0.00449326
2492,1,57,1,1,3,58,0.0
2493,2,57,1,1,3,58,-0.0
2494,3,57,1,1,3,58,-0.03241067
2495,4,57,1,1,3,58,-0.01819391
2496,1,57,1,1,4,58,-0.0
2497,2,57,1,1,4,58,0.0
2498,3,57,1,1,4,58,-0.0
2499,4,57,1,1,4,58,-0.02613415
2500,1,57,1,1,5,58,0.0
2501,2,57,1,1,5,58,-0.0
2502,3,57,1,1,5,58,0.0
2503,4,57,1,1,5,58,-0.0
2504,1,58,1,1,1,57,0.22244047
2505,2,58,1,1,1,57,0.04895449
2506,3,58,1,1,1,57,0.00267069
2507,1,58,1,1,2,57,-0.0
2508,2,58,1,1,2,57,0.15564799
2509,3,58,1,1,2,57,0.0436282
2510,1,58,1,1,3,57,0.0
2511,2,58,1,1,3,57,0.0
2512,3,58,1,1,3,57,0.10819334
2513,1,58,1,1,4,57,-0.0
2514,2,58,1,1,4,57,-0.0
2515,3,58,1,1,4,57,0.0
2516,1,58,1,1,1,58,-0.00955234
2517,2,58,1,1,1,58,-0.00216869
2518,3,58,1,1,1,58,-0.00013394
2519,1,58,1,1,2,58,-0.00253637
2520,2,58,1,1,2,58,-0.00938849
2521,3,58,1,1,2,58,-0.00259033
2522,1,58,1,1,3,58,-0.0
2523,2,58,1,1,3,58,-0.00559955
2524,3,58,1,1,3,58,-0.00684474
2525,1,58,1,1,4,58,0.0
2526,2,58,1,1,4,58,-0.0
2527,3,58,1,1,4,58,-0.00709998
2528,1,58,1,1,5,58,-0.0
2529,2,58,1,1,5,58,0.0
2530,3,58,1,1,5,58,0.0
2531,1,58,1,1,1,59,-0.05940049
2532,2,58,1,1,1,59,-0.01871284
2533,3,58,1,1,1,59,-0.00234821
2534,1,58,1,1,2,59,-0.0
2535,2,58,1,1,2,59,-0.03635125
2536,3,58,1,1,2,59,-0.01592837
2537,1,58,1,1,3,59,-0.0
2538,2,58,1,1,3,59,-0.0
2539,3,58,1,1,3,59,-0.02306793
2540,1,58,1,1,4,59,0.0
2541,2,58,1,1,4,59,0.0
2542,3,58,1,1,4,59,-0.0
2543,1,59,1,1,1,58,0.25431746
2544,2,59,1,1,1,58,0.05294122
2545,3,59,1,1,1,58,0.00486198
2546,4,59,1,1,1,58,-5.455e-05
2547,1,59,1,1,2,58,-0.0
2548,2,59,1,1,2,58,0.15514369
2549,3,59,1,1,2,58,0.08212551
2550,4,59,1,1,2,58,0.0066741
2551,1,59,1,1,3,58,0.0
2552,2,59,1,1,3,58,-0.0
2553,3,59,1,1,3,58,0.11682598
2554,4,59,1,1,3,58,0.05209537
2555,1,59,1,1,4,58,-0.0
2556,2,59,1,1,4,58,0.0
2557,3,59,1,1,4,58,0.0
2558,4,59,1,1,4,58,0.0936274
2559,1,59,1,1,5,58,0.0
2560,2,59,1,1,5,58,0.0
2561,3,59,1,1,5,58,-0.0
2562,4,59,1,1,5,58,0.0
2563,1,59,1,1,1,59,0.0
2564,2,59,1,1,1,59,-0.00836073
2565,3,59,1,1,1,59,-0.00668887
2566,4,59,1,1,1,59,-0.00139932
2567,1,59,1,1,2,59,-0.0
2568,2,59,1,1,2,59,0.0
2569,3,59,1,1,2,59,-0.00700486
2570,4,59,1,1,2,59,-0.00646682
2571,1,59,1,1,3,59,0.0
2572,2,59,1,1,3,59,-0.0
2573,3,59,1,1,3,59,-0.0
2574,4,59,1,1,3,59,-0.00635835
2575,1,59,1,1,4,59,-0.0
2576,2,59,1,1,4,59,-0.0
2577,3,59,1,1,4,59,0.0
2578,4,59,1,1,4,59,-0.0
2579,1,59,1,1,1,60,-0.06880619
2580,2,59,1,1,1,60,-0.01865426
2581,3,59,1,1,1,60,-0.00365892
2582,4,59,1,1,1,60,-0.00019495
2583,1,59,1,1,2,60,0.0
2584,2,59,1,1,2,60,-0.03448491
2585,3,59,1,1,2,60,-0.02608174
2586,4,59,1,1,2,60,-0.0050792
2587,1,59,1,1,3,60,-0.0
2588,2,59,1,1,3,60,-0.0
2589,3,59,1,1,3,60,-0.02134963
2590,4,59,1,1,3,60,-0.01708452
2591,1,59,1,1,4,60,0.0
2592,2,59,1,1,4,60,0.0
2593,3,59,1,1,4,60,-0.0
2594,4,59,1,1,4,60,-0.01625783
2595,1,59,1,1,5,60,-0.0
2596,2,59,1,1,5,60,-0.0
2597,3,59,1,1,5,60,0.0
2598,4,59,1,1,5,60,-0.0
2599,1,60,1,1,1,59,0.20440039
2600,2,60,1,1,1,59,0.04716856
2601,3,60,1,1,1,59,0.00316749
2602,1,60,1,1,2,59,0.0
2603,2,60,1,1,2,59,0.13494824
2604,3,60,1,1,2,59,0.04460693
2605,1,60,1,1,3,59,-0.0
2606,2,60,1,1,3,59,-0.0
2607,3,60,1,1,3,59,0.08758526
2608,1,60,1,1,4,59,0.0
2609,2,60,1,1,4,59,0.0
2610,3,60,1,1,4,59,0.0
2611,1,60,1,1,1,60,-0.00883435
2612,2,60,1,1,1,60,-0.00209027
2613,3,60,1,1,1,60,-0.00015439
2614,1,60,1,1,2,60,-0.00187578
2615,2,60,1,1,2,60,-0.00863141
2616,3,60,1,1,2,60,-0.00280714
2617,1,60,1,1,3,60,0.0
2618,2,60,1,1,3,60,-0.0036727
2619,3,60,1,1,3,60,-0.00626341
2620,1,60,1,1,4,60,-0.0
2621,2,60,1,1,4,60,0.0
2622,3,60,1,1,4,60,-0.0045247
2623,1,60,1,1,5,60,0.0
2624,2,60,1,1,5,60,-0.0
2625,3,60,1,1,5,60,0.0
2626,1,60,1,1,1,61,-0.04845683
2627,2,60,1,1,1,61,-0.01602613
2628,3,60,1,1,1,61,-0.00239229
2629,1,60,1,1,2,61,-0.0
2630,2,60,1,1,2,61,-0.02685759
2631,3,60,1,1,2,61,-0.01387148
2632,1,60,1,1,3,61,-0.0
2633,2,60,1,1,3,61,-0.0
2634,3,60,1,1,3,61,-0.01469528
2635,1,60,1,1,4,61,0.0
2636,2,60,1,1,4,61,0.0
2637,3,60,1,1,4,61,-0.0
2638,1,61,1,1,1,60,0.2361767
2639,2,61,1,1,1,60,0.0468963
2640,3,61,1,1,1,60,0.00520527
2641,4,61,1,1,1,60,-5.839e-05
2642,1,61,1,1,2,60,-0.0
2643,2,61,1,1,2,60,0.13797743
2644,3,61,1,1,2,60,0.07933951
2645,4,61,1,1,2,60,0.00882834
2646,1,61,1,1,3,60,0.0
2647,2,61,1,1,3,60,-0.0
2648,3,61,1,1,3,60,0.0878031
2649,4,61,1,1,3,60,0.05676758
2650,1,61,1,1,4,60,0.0
2651,2,61,1,1,4,60,0.0
2652,3,61,1,1,4,60,-0.0
2653,4,61,1,1,4,60,0.06624751
2654,1,61,1,1,5,60,-0.0
2655,2,61,1,1,5,60,-0.0
2656,3,61,1,1,5,60,0.0
2657,4,61,1,1,5,60,-0.0
2658,1,61,1,1,1,61,0.0
2659,2,61,1,1,1,61,-0.00767223
2660,3,61,1,1,1,61,-0.00575506
2661,4,61,1,1,1,61,-0.00137582
2662,1,61,1,1,2,61,0.0
2663,2,61,1,1,2,61,-0.0
2664,3,61,1,1,2,61,-0.00554622
2665,4,61,1,1,2,61,-0.00568849
2666,1,61,1,1,3,61,-0.0
2667,2,61,1,1,3,61,0.0
2668,3,61,1,1,3,61,0.0
2669,4,61,1,1,3,61,-0.00420433
2670,1,61,1,1,4,61,0.0
2671,2,61,1,1,4,61,-0.0
2672,3,61,1,1,4,61,0.0
2673,4,61,1,1,4,61,0.0
2674,1,61,1,1,1,62,-0.05602687
2675,2,61,1,1,1,62,-0.01901166
2676,3,61,1,1,1,62,-0.00672238
2677,4,61,1,1,1,62,-0.00111825
2678,1,61,1,1,2,62,0.00892855
2679,2,61,1,1,2,62,-0.02279366
2680,3,61,1,1,2,62,-0.02271775
2681,4,61,1,1,2,62,-0.00919329
2682,1,61,1,1,3,62,-0.00244116
2683,2,61,1,1,3,62,0.00623202
2684,3,61,1,1,3,62,-0.0057202
2685,4,61,1,1,3,62,-0.01376866
2686,1,61,1,1,4,62,0.00095124
2687,2,61,1,1,4,62,-0.00242842
2688,3,61,1,1,4,62,0.00222898
2689,4,61,1,1,4,62,-0.00087458
2690,1,62,1,1,1,61,0.18420033
2691,2,62,1,1,1,61,0.04402193
2692,3,62,1,1,1,61,0.00363589
2693,1,62,1,1,2,61,0.0
2694,2,62,1,1,2,61,0.11302849
2695,3,62,1,1,2,61,0.04376861
2696,1,62,1,1,3,61,-0.0
2697,2,62,1,1,3,61,-0.0
2698,3,62,1,1,3,61,0.06442515
2699,1,62,1,1,4,61,0.0
2700,2,62,1,1,4,61,0.0
2701,3,62,1,1,4,61,-0.0
2702,1,62,1,1,1,62,-0.00810584
2703,2,62,1,1,1,62,-0.0031597
2704,3,62,1,1,1,62,-0.00064102
2705,1,62,1,1,2,62,0.0
2706,2,62,1,1,2,62,-0.00743516
2707,3,62,1,1,2,62,-0.00419415
2708,1,62,1,1,3,62,-0.0
2709,2,62,1,1,3,62,0.0
2710,3,62,1,1,3,62,-0.00463993
2711,1,62,1,1,4,62,0.0
2712,2,62,1,1,4,62,-0.0
2713,3,62,1,1,4,62,0.0
2714,1,62,1,1,1,63,-0.03636452
2715,2,62,1,1,1,63,-0.01706034
2716,3,62,1,1,1,63,-0.00494611
2717,1,62,1,1,2,63,0.0087821
2718,2,62,1,1,2,63,-0.01342118
2719,3,62,1,1,2,63,-0.01180864
2720,1,62,1,1,3,63,-0.00323622
2721,2,62,1,1,3,63,0.00494573
2722,3,62,1,1,3,63,-0.00324976
2723,1,63,1,1,1,62,0.21194175
2724,2,63,1,1,1,62,0.05966166
2725,3,63,1,1,1,62,0.01663353
2726,4,63,1,1,1,62,0.00178338
2727,1,63,1,1,2,62,-0.03377546
2728,2,63,1,1,2,62,0.10811546
2729,3,63,1,1,2,62,0.08255386
2730,4,63,1,1,2,62,0.02703078
2731,1,63,1,1,3,62,0.00923456
2732,2,63,1,1,3,62,-0.02955987
2733,3,63,1,1,3,62,0.03599442
2734,4,63,1,1,3,62,0.05935882
2735,1,63,1,1,4,62,-0.00359841
2736,2,63,1,1,4,62,0.01151855
2737,3,63,1,1,4,62,-0.01402588
2738,4,63,1,1,4,62,0.00715929
2739,1,63,1,1,1,63,0.0
2740,2,63,1,1,1,63,-0.00668153
2741,3,63,1,1,1,63,-0.00555865
2742,4,63,1,1,1,63,-0.0023744
2743,1,63,1,1,2,63,0.0
2744,2,63,1,1,2,63,0.0016136
2745,3,63,1,1,2,63,-0.00274889
