,k1,L1,k2,L2,k3,L3,rho1
701,3,20,1,1,1,19,-2.252e-05
702,1,20,1,1,2,19,-0.0
703,2,20,1,1,2,19,0.3399323
704,3,20,1,1,2,19,0.00281653
705,1,20,1,1,3,19,0.0
706,2,20,1,1,3,19,-0.0
707,3,20,1,1,3,19,0.25398701
708,1,20,1,1,4,19,-0.0
709,2,20,1,1,4,19,0.0
710,3,20,1,1,4,19,-0.0
711,1,20,1,1,1,20,-0.00733351
712,2,20,1,1,1,20,-0.00016589
713,3,20,1,1,1,20,-4.6e-07
714,1,20,1,1,2,20,-0.04475861
715,2,20,1,1,2,20,-0.00550003
716,3,20,1,1,2,20,-7.031e-05
717,1,20,1,1,3,20,0.0
718,2,20,1,1,3,20,-0.08071265
719,3,20,1,1,3,20,-0.00421172
720,1,20,1,1,4,20,0.0
721,2,20,1,1,4,20,0.0
722,3,20,1,1,4,20,-0.09294441
723,1,20,1,1,5,20,-0.0
724,2,20,1,1,5,20,-0.0
725,3,20,1,1,5,20,0.0
726,1,20,1,1,1,21,-0.27203986
727,2,20,1,1,1,21,-0.0094163
728,3,20,1,1,1,21,-6.601e-05
729,1,20,1,1,2,21,-0.0
730,2,20,1,1,2,21,-0.24010186
731,3,20,1,1,2,21,-0.00560484
732,1,20,1,1,3,21,0.0
733,2,20,1,1,3,21,-0.0
734,3,20,1,1,3,21,-0.18000117
735,1,20,1,1,4,21,-0.0
736,2,20,1,1,4,21,-0.0
737,3,20,1,1,4,21,-0.0
738,1,21,1,1,1,20,0.39914976
739,2,21,1,1,1,20,0.01356386
740,3,21,1,1,1,20,-4.185e-05
741,4,21,1,1,1,20,-3.7e-07
742,1,21,1,1,2,20,-0.0
743,2,21,1,1,2,20,0.38340392
744,3,21,1,1,2,20,0.00651737
745,4,21,1,1,2,20,-2.38e-05
746,1,21,1,1,3,20,-0.0
747,2,21,1,1,3,20,-0.0
748,3,21,1,1,3,20,0.33965667
749,4,21,1,1,3,20,0.00333057
750,1,21,1,1,4,20,0.0
751,2,21,1,1,4,20,0.0
752,3,21,1,1,4,20,-0.0
753,4,21,1,1,4,20,0.25446507
754,1,21,1,1,5,20,-0.0
755,2,21,1,1,5,20,-0.0
756,3,21,1,1,5,20,0.0
757,4,21,1,1,5,20,-0.0
758,1,21,1,1,1,21,0.0
759,2,21,1,1,1,21,-0.04269636
760,3,21,1,1,1,21,-0.00573874
761,4,21,1,1,1,21,-8.142e-05
762,1,21,1,1,2,21,-0.0
763,2,21,1,1,2,21,0.0
764,3,21,1,1,2,21,-0.07614212
765,4,21,1,1,2,21,-0.00442316
766,1,21,1,1,3,21,0.0
767,2,21,1,1,3,21,0.0
768,3,21,1,1,3,21,0.0
769,4,21,1,1,3,21,-0.08768544
770,1,21,1,1,4,21,0.0
771,2,21,1,1,4,21,0.0
772,3,21,1,1,4,21,-0.0
773,4,21,1,1,4,21,0.0
774,1,21,1,1,1,22,-0.27770873
775,2,21,1,1,1,22,-0.01884798
776,3,21,1,1,1,22,-0.0002094
777,4,21,1,1,1,22,-4.8e-07
778,1,21,1,1,2,22,-0.0
779,2,21,1,1,2,22,-0.26556887
780,3,21,1,1,2,22,-0.01022453
781,4,21,1,1,2,22,-7.927e-05
782,1,21,1,1,3,22,0.0
783,2,21,1,1,3,22,-0.0
784,3,21,1,1,3,22,-0.23603519
785,4,21,1,1,3,22,-0.00608964
786,1,21,1,1,4,22,-0.0
787,2,21,1,1,4,22,0.0
788,3,21,1,1,4,22,-0.0
789,4,21,1,1,4,22,-0.17736893
790,1,21,1,1,5,22,-0.0
791,2,21,1,1,5,22,-0.0
792,3,21,1,1,5,22,0.0
793,4,21,1,1,5,22,-0.0
794,1,22,1,1,1,21,0.3835855
795,2,22,1,1,1,21,0.00735789
796,3,22,1,1,1,21,-2.447e-05
797,1,22,1,1,2,21,-0.0
798,2,22,1,1,2,21,0.33913305
799,3,22,1,1,2,21,0.00387955
800,1,22,1,1,3,21,0.0
801,2,22,1,1,3,21,0.0
802,3,22,1,1,3,21,0.25465869
803,1,22,1,1,4,21,-0.0
804,2,22,1,1,4,21,0.0
805,3,22,1,1,4,21,-0.0
806,1,22,1,1,1,22,-0.00795964
807,2,22,1,1,1,22,-0.0002204
808,3,22,1,1,1,22,-7.5e-07
809,1,22,1,1,2,22,-0.03979552
810,2,22,1,1,2,22,-0.00600297
811,3,22,1,1,2,22,-9.491e-05
812,1,22,1,1,3,22,0.0
813,2,22,1,1,3,22,-0.07193876
814,3,22,1,1,3,22,-0.00463031
815,1,22,1,1,4,22,-0.0
816,2,22,1,1,4,22,0.0
817,3,22,1,1,4,22,-0.08285142
818,1,22,1,1,5,22,0.0
819,2,22,1,1,5,22,-0.0
820,3,22,1,1,5,22,0.0
821,1,22,1,1,1,23,-0.26232089
822,2,22,1,1,1,23,-0.01091797
823,3,22,1,1,1,23,-9.274e-05
824,1,22,1,1,2,23,-0.0
825,2,22,1,1,2,23,-0.23181243
826,3,22,1,1,2,23,-0.00658321
827,1,22,1,1,3,23,0.0
828,2,22,1,1,3,23,-0.0
829,3,22,1,1,3,23,-0.17454672
830,1,22,1,1,4,23,-0.0
831,2,22,1,1,4,23,0.0
832,3,22,1,1,4,23,-0.0
833,1,23,1,1,1,22,0.39696296
834,2,23,1,1,1,22,0.01694665
835,3,23,1,1,1,22,-3.963e-05
836,4,23,1,1,1,22,-5.8e-07
837,1,23,1,1,2,22,0.0
838,2,23,1,1,2,22,0.38073989
839,3,23,1,1,2,22,0.00839243
840,4,23,1,1,2,22,-2.486e-05
841,1,23,1,1,3,22,-0.0
842,2,23,1,1,3,22,-0.0
843,3,23,1,1,3,22,0.33836146
844,4,23,1,1,3,22,0.00446387
845,1,23,1,1,4,22,-0.0
846,2,23,1,1,4,22,0.0
847,3,23,1,1,4,22,-0.0
848,4,23,1,1,4,22,0.25459151
849,1,23,1,1,5,22,-0.0
850,2,23,1,1,5,22,-0.0
851,3,23,1,1,5,22,0.0
852,4,23,1,1,5,22,-0.0
853,1,23,1,1,1,23,0.0
854,2,23,1,1,1,23,-0.03827067
855,3,23,1,1,1,23,-0.00622399
856,4,23,1,1,1,23,-0.00010803
857,1,23,1,1,2,23,0.0
858,2,23,1,1,2,23,0.0
859,3,23,1,1,2,23,-0.06806055
860,4,23,1,1,2,23,-0.00483313
861,1,23,1,1,3,23,-0.0
862,2,23,1,1,3,23,0.0
863,3,23,1,1,3,23,0.0
864,4,23,1,1,3,23,-0.07838798
865,1,23,1,1,4,23,-0.0
866,2,23,1,1,4,23,-0.0
867,3,23,1,1,4,23,-0.0
868,4,23,1,1,4,23,0.0
869,1,23,1,1,1,24,-0.26755211
870,2,23,1,1,1,24,-0.02148675
871,3,23,1,1,1,24,-0.00028444
872,4,23,1,1,1,24,-7.9e-07
873,1,23,1,1,2,24,-0.0
874,2,23,1,1,2,24,-0.25501566
875,3,23,1,1,2,24,-0.01178965
876,4,23,1,1,2,24,-0.00011007
877,1,23,1,1,3,24,-0.0
878,2,23,1,1,3,24,-0.0
879,3,23,1,1,3,24,-0.2274305
880,4,23,1,1,3,24,-0.00708475
881,1,23,1,1,4,24,0.0
882,2,23,1,1,4,24,-0.0
883,3,23,1,1,4,24,-0.0
884,4,23,1,1,4,24,-0.17155656
885,1,23,1,1,5,24,-0.0
886,2,23,1,1,5,24,-0.0
887,3,23,1,1,5,24,0.0
888,4,23,1,1,5,24,-0.0
889,1,24,1,1,1,23,0.38112658
890,2,24,1,1,1,23,0.00929647
891,3,24,1,1,1,23,-2.433e-05
892,1,24,1,1,2,23,0.0
893,2,24,1,1,2,23,0.337363
894,3,24,1,1,2,23,0.00508343
895,1,24,1,1,3,23,-0.0
896,2,24,1,1,3,23,-0.0
897,3,24,1,1,3,23,0.25428147
898,1,24,1,1,4,23,0.0
899,2,24,1,1,4,23,0.0
900,3,24,1,1,4,23,-0.0
901,1,24,1,1,1,24,-0.00855638
902,2,24,1,1,1,24,-0.00028546
903,3,24,1,1,1,24,-1.19e-06
904,1,24,1,1,2,24,-0.03554242
905,2,24,1,1,2,24,-0.0064877
906,3,24,1,1,2,24,-0.00012479
907,1,24,1,1,3,24,0.0
908,2,24,1,1,3,24,-0.0644608
909,3,24,1,1,3,24,-0.00503156
910,1,24,1,1,4,24,0.0
911,2,24,1,1,4,24,0.0
912,3,24,1,1,4,24,-0.07424964
913,1,24,1,1,5,24,0.0
914,2,24,1,1,5,24,0.0
915,3,24,1,1,5,24,0.0
916,1,24,1,1,1,25,-0.25219069
917,2,24,1,1,1,25,-0.01245757
918,3,24,1,1,1,25,-0.00012646
919,1,24,1,1,2,25,-0.0
920,2,24,1,1,2,25,-0.22292615
921,3,24,1,1,2,25,-0.00759292
922,1,24,1,1,3,25,0.0
923,2,24,1,1,3,25,-0.0
924,3,24,1,1,3,25,-0.16841642
925,1,24,1,1,4,25,-0.0
926,2,24,1,1,4,25,0.0
927,3,24,1,1,4,25,-0.0
928,1,25,1,1,1,24,0.39418167
929,2,25,1,1,1,24,0.02066563
930,3,25,1,1,1,24,-3.04e-05
931,4,25,1,1,1,24,-8.8e-07
932,1,25,1,1,2,24,0.0
933,2,25,1,1,2,24,0.37713773
934,3,25,1,1,2,24,0.01050073
935,4,25,1,1,2,24,-2.327e-05
936,1,25,1,1,3,24,-0.0
937,2,25,1,1,3,24,0.0
938,3,25,1,1,3,24,0.3361212
939,4,25,1,1,3,24,0.00573894
940,1,25,1,1,4,24,0.0
941,2,25,1,1,4,24,-0.0
942,3,25,1,1,4,24,-0.0
943,4,25,1,1,4,24,0.25374219
944,1,25,1,1,5,24,-0.0
945,2,25,1,1,5,24,0.0
946,3,25,1,1,5,24,0.0
947,4,25,1,1,5,24,-0.0
948,1,25,1,1,1,25,0.0
949,2,25,1,1,1,25,-0.03449381
950,3,25,1,1,1,25,-0.00668673
951,4,25,1,1,1,25,-0.00013985
952,1,25,1,1,2,25,-0.0
953,2,25,1,1,2,25,0.0
954,3,25,1,1,2,25,-0.06111598
955,4,25,1,1,2,25,-0.00522549
956,1,25,1,1,3,25,0.0
957,2,25,1,1,3,25,0.0
958,3,25,1,1,3,25,0.0
959,4,25,1,1,3,25,-0.07039808
960,1,25,1,1,4,25,0.0
961,2,25,1,1,4,25,-0.0
962,3,25,1,1,4,25,-0.0
963,4,25,1,1,4,25,0.0
964,1,25,1,1,1,26,-0.25712877
965,2,25,1,1,1,26,-0.02413693
966,3,25,1,1,1,26,-0.0003769
967,4,25,1,1,1,26,-1.25e-06
968,1,25,1,1,2,26,-0.0
969,2,25,1,1,2,26,-0.24393581
970,3,25,1,1,2,26,-0.01340566
971,4,25,1,1,2,26,-0.00014893
972,1,25,1,1,3,26,0.0
973,2,25,1,1,3,26,-0.0
974,3,25,1,1,3,26,-0.2182752
975,4,25,1,1,3,26,-0.00810715
976,1,25,1,1,4,26,-0.0
977,2,25,1,1,4,26,0.0
978,3,25,1,1,4,26,-0.0
979,4,25,1,1,4,26,-0.16514109
980,1,25,1,1,5,26,-0.0
981,2,25,1,1,5,26,-0.0
982,3,25,1,1,5,26,0.0
983,4,25,1,1,5,26,-0.0
984,1,26,1,1,1,25,0.37792816
985,2,26,1,1,1,25,0.01144131
986,3,26,1,1,1,25,-2.103e-05
987,1,26,1,1,2,25,-0.0
988,2,26,1,1,2,25,0.33466934
989,3,26,1,1,2,25,0.00642982
990,1,26,1,1,3,25,0.0
991,2,26,1,1,3,25,0.0
992,3,26,1,1,3,25,0.252984
993,1,26,1,1,4,25,-0.0
994,2,26,1,1,4,25,-0.0
995,3,26,1,1,4,25,0.0
996,1,26,1,1,1,26,-0.00911981
997,2,26,1,1,1,26,-0.00036182
998,3,26,1,1,1,26,-1.82e-06
999,1,26,1,1,2,26,-0.03183504
1000,2,26,1,1,2,26,-0.00695304
1001,3,26,1,1,2,26,-0.00016061
1002,1,26,1,1,3,26,0.0
1003,2,26,1,1,3,26,-0.05798461
1004,3,26,1,1,3,26,-0.0054148
1005,1,26,1,1,4,26,-0.0
1006,2,26,1,1,4,26,0.0
1007,3,26,1,1,4,26,-0.06680071
1008,1,26,1,1,5,26,0.0
1009,2,26,1,1,5,26,0.0
1010,3,26,1,1,5,26,0.0
1011,1,26,1,1,1,27,-0.24170884
1012,2,26,1,1,1,27,-0.01401789
1013,3,26,1,1,1,27,-0.00016821
1014,1,26,1,1,2,27,-0.0
1015,2,26,1,1,2,27,-0.21353388
1016,3,26,1,1,2,27,-0.00862563
1017,1,26,1,1,3,27,0.0
1018,2,26,1,1,3,27,-0.0
1019,3,26,1,1,3,27,-0.16174301
1020,1,26,1,1,4,27,-0.0
1021,2,26,1,1,4,27,0.0
1022,3,26,1,1,4,27,-0.0
1023,1,27,1,1,1,26,0.39080624
1024,2,27,1,1,1,26,0.02469375
1025,3,27,1,1,1,26,-1.14e-05
1026,4,27,1,1,1,26,-1.3e-06
1027,1,27,1,1,2,26,0.0
1028,2,27,1,1,2,26,0.37255427
1029,3,27,1,1,2,26,0.01285009
1030,4,27,1,1,2,26,-1.78e-05
1031,1,27,1,1,3,26,-0.0
1032,2,27,1,1,3,26,-0.0
1033,3,27,1,1,3,26,0.33296557
1034,4,27,1,1,3,26,0.00715747
1035,1,27,1,1,4,26,0.0
1036,2,27,1,1,4,26,0.0
1037,3,27,1,1,4,26,0.0
1038,4,27,1,1,4,26,0.25201456
1039,1,27,1,1,5,26,-0.0
1040,2,27,1,1,5,26,-0.0
1041,3,27,1,1,5,26,0.0
1042,4,27,1,1,5,26,-0.0
1043,1,27,1,1,1,27,0.0
1044,2,27,1,1,1,27,-0.03122858
1045,3,27,1,1,1,27,-0.00712455
1046,4,27,1,1,1,27,-0.00017734
1047,1,27,1,1,2,27,0.0
1048,2,27,1,1,2,27,0.0
1049,3,27,1,1,2,27,-0.05506016
1050,4,27,1,1,2,27,-0.00559935
1051,1,27,1,1,3,27,-0.0
1052,2,27,1,1,3,27,-0.0
1053,3,27,1,1,3,27,0.0
1054,4,27,1,1,3,27,-0.06342974
1055,1,27,1,1,4,27,0.0
1056,2,27,1,1,4,27,0.0
1057,3,27,1,1,4,27,-0.0
1058,4,27,1,1,4,27,0.0
1059,1,27,1,1,1,28,-0.24648919
1060,2,27,1,1,1,28,-0.02675164
1061,3,27,1,1,1,28,-0.00048887
1062,4,27,1,1,1,28,-1.92e-06
1063,1,27,1,1,2,28,-0.0
1064,2,27,1,1,2,28,-0.23236992
1065,3,27,1,1,2,28,-0.01506221
1066,4,27,1,1,2,28,-0.0001973
1067,1,27,1,1,3,28,0.0
1068,2,27,1,1,3,28,-0.0
1069,3,27,1,1,3,28,-0.2086454
1070,4,27,1,1,3,28,-0.0091483
1071,1,27,1,1,4,28,-0.0
1072,2,27,1,1,4,28,-0.0
1073,3,27,1,1,4,28,-0.0
1074,4,27,1,1,4,28,-0.15823262
1075,1,27,1,1,5,28,-0.0
1076,2,27,1,1,5,28,-0.0
1077,3,27,1,1,5,28,0.0
1078,4,27,1,1,5,28,-0.0
1079,1,28,1,1,1,27,0.3739887
1080,2,28,1,1,1,27,0.01378698
1081,3,28,1,1,1,27,-1.329e-05
1082,1,28,1,1,2,27,0.0
1083,2,28,1,1,2,27,0.33107126
1084,3,28,1,1,2,27,0.00792025
1085,1,28,1,1,3,27,0.0
1086,2,28,1,1,3,27,-0.0
1087,3,28,1,1,3,27,0.25083961
1088,1,28,1,1,4,27,-0.0
1089,2,28,1,1,4,27,0.0
1090,3,28,1,1,4,27,-0.0
1091,1,28,1,1,1,28,-0.0096456
1092,2,28,1,1,1,28,-0.00045005
1093,3,28,1,1,1,28,-2.7e-06
1094,1,28,1,1,2,28,-0.02855548
1095,2,28,1,1,2,28,-0.00739764
1096,3,28,1,1,2,28,-0.00020309
1097,1,28,1,1,3,28,0.0
1098,2,28,1,1,3,28,-0.05229853
1099,3,28,1,1,3,28,-0.00577898
1100,1,28,1,1,4,28,0.0
1101,2,28,1,1,4,28,0.0
1102,3,28,1,1,4,28,-0.06026123
1103,1,28,1,1,5,28,0.0
1104,2,28,1,1,5,28,0.0
1105,3,28,1,1,5,28,0.0
1106,1,28,1,1,1,29,-0.23092676
1107,2,28,1,1,1,29,-0.01557984
1108,3,28,1,1,1,29,-0.00021912
1109,1,28,1,1,2,29,-0.0
1110,2,28,1,1,2,29,-0.2037035
1111,3,28,1,1,2,29,-0.00967241
1112,1,28,1,1,3,29,0.0
1113,2,28,1,1,3,29,-0.0
1114,3,28,1,1,3,29,-0.15461905
1115,1,28,1,1,4,29,-0.0
1116,2,28,1,1,4,29,0.0
1117,3,28,1,1,4,29,-0.0
1118,1,29,1,1,1,28,0.38684424
1119,2,29,1,1,1,28,0.02899269
1120,3,29,1,1,1,28,2.072e-05
1121,4,29,1,1,1,28,-1.87e-06
1122,1,29,1,1,2,28,0.0
1123,2,29,1,1,2,28,0.36694188
1124,3,29,1,1,2,28,0.01544962
1125,4,29,1,1,2,28,-6.85e-06
1126,1,29,1,1,3,28,-0.0
1127,2,29,1,1,3,28,-0.0
1128,3,29,1,1,3,28,0.32890101
1129,4,29,1,1,3,28,0.00872103
1130,1,29,1,1,4,28,0.0
1131,2,29,1,1,4,28,0.0
1132,3,29,1,1,4,28,-0.0
1133,4,29,1,1,4,28,0.249463
1134,1,29,1,1,5,28,-0.0
1135,2,29,1,1,5,28,-0.0
1136,3,29,1,1,5,28,0.0
1137,4,29,1,1,5,28,-0.0
1138,1,29,1,1,1,29,0.0
1139,2,29,1,1,1,29,-0.0283753
1140,3,29,1,1,1,29,-0.00753463
1141,4,29,1,1,1,29,-0.00022093
1142,1,29,1,1,2,29,0.0
1143,2,29,1,1,2,29,0.0
1144,3,29,1,1,2,29,-0.04971232
1145,4,29,1,1,2,29,-0.00595349
1146,1,29,1,1,3,29,-0.0
1147,2,29,1,1,3,29,-0.0
1148,3,29,1,1,3,29,0.0
1149,4,29,1,1,3,29,-0.05727453
1150,1,29,1,1,4,29,0.0
1151,2,29,1,1,4,29,-0.0
1152,3,29,1,1,4,29,0.0
1153,4,29,1,1,4,29,0.0
1154,1,29,1,1,1,30,-0.23568053
1155,2,29,1,1,1,30,-0.02927812
1156,3,29,1,1,1,30,-0.00062235
1157,4,29,1,1,1,30,-2.86e-06
1158,1,29,1,1,2,30,-0.0
1159,2,29,1,1,2,30,-0.22035518
1160,3,29,1,1,2,30,-0.0167488
1161,4,29,1,1,2,30,-0.00025685
1162,1,29,1,1,3,30,0.0
1163,2,29,1,1,3,30,-0.0
1164,3,29,1,1,3,30,-0.19859844
1165,4,29,1,1,3,30,-0.01019906
1166,1,29,1,1,4,30,0.0
1167,2,29,1,1,4,30,-0.0
1168,3,29,1,1,4,30,-0.0
1169,4,29,1,1,4,30,-0.15090994
1170,1,29,1,1,5,30,-0.0
1171,2,29,1,1,5,30,0.0
1172,3,29,1,1,5,30,-0.0
1173,4,29,1,1,5,30,-0.0
1174,1,30,1,1,1,29,0.36930614
1175,2,30,1,1,1,29,0.01632483
1176,3,30,1,1,1,29,4.6e-07
1177,1,30,1,1,2,29,0.0
1178,2,30,1,1,2,29,0.32657034
1179,3,30,1,1,2,29,0.00955596
1180,1,30,1,1,3,29,-0.0
1181,2,30,1,1,3,29,-0.0
1182,3,30,1,1,3,29,0.24788753
1183,1,30,1,1,4,29,-0.0
1184,2,30,1,1,4,29,0.0
1185,3,30,1,1,4,29,0.0
1186,1,30,1,1,1,30,-0.01012902
1187,2,30,1,1,1,30,-0.00055055
1188,3,30,1,1,1,30,-3.9e-06
1189,1,30,1,1,2,30,-0.02561725
1190,2,30,1,1,2,30,-0.00782003
1191,3,30,1,1,2,30,-0.00025308
1192,1,30,1,1,3,30,0.0
1193,2,30,1,1,3,30,-0.04724625
1194,3,30,1,1,3,30,-0.00612269
1195,1,30,1,1,4,30,0.0
1196,2,30,1,1,4,30,0.0
1197,3,30,1,1,4,30,-0.05445162
1198,1,30,1,1,5,30,0.0
1199,2,30,1,1,5,30,0.0
1200,3,30,1,1,5,30,0.0
1201,1,30,1,1,1,31,-0.21989078
1202,2,30,1,1,1,31,-0.01712225
1203,3,30,1,1,1,31,-0.00028036
1204,1,30,1,1,2,31,-0.0
1205,2,30,1,1,2,31,-0.19348903
1206,3,30,1,1,2,31,-0.01072368
1207,1,30,1,1,3,31,0.0
1208,2,30,1,1,3,31,-0.0
1209,3,30,1,1,3,31,-0.14711244
1210,1,30,1,1,4,31,-0.0
1211,2,30,1,1,4,31,-0.0
1212,3,30,1,1,4,31,-0.0
1213,1,31,1,1,1,30,0.38230856
1214,2,31,1,1,1,30,0.03351047
1215,3,31,1,1,1,30,6.983e-05
1216,4,31,1,1,1,30,-2.62e-06
1217,1,31,1,1,2,30,-0.0
1218,2,31,1,1,2,30,0.36025075
1219,3,31,1,1,2,30,0.01831013
1220,4,31,1,1,2,30,1.159e-05
1221,1,31,1,1,3,30,0.0
1222,2,31,1,1,3,30,0.0
1223,3,31,1,1,3,30,0.32391796
1224,4,31,1,1,3,30,0.01043098
1225,1,31,1,1,4,30,-0.0
1226,2,31,1,1,4,30,0.0
1227,3,31,1,1,4,30,0.0
1228,4,31,1,1,4,30,0.24611441
1229,1,31,1,1,5,30,0.0
1230,2,31,1,1,5,30,0.0
1231,3,31,1,1,5,30,-0.0
1232,4,31,1,1,5,30,0.0
1233,1,31,1,1,1,31,0.0
1234,2,31,1,1,1,31,-0.02585992
1235,3,31,1,1,1,31,-0.00791374
1236,4,31,1,1,1,31,-0.00027104
1237,1,31,1,1,2,31,-0.0
1238,2,31,1,1,2,31,0.0
1239,3,31,1,1,2,31,-0.0449378
1240,4,31,1,1,2,31,-0.00628635
1241,1,31,1,1,3,31,0.0
1242,2,31,1,1,3,31,-0.0
1243,3,31,1,1,3,31,0.0
1244,4,31,1,1,3,31,-0.0517769
1245,1,31,1,1,4,31,0.0
1246,2,31,1,1,4,31,0.0
1247,3,31,1,1,4,31,0.0
1248,4,31,1,1,4,31,0.0
1249,1,31,1,1,1,32,-0.22474679
1250,2,31,1,1,1,32,-0.03165758
1251,3,31,1,1,1,32,-0.00077912
1252,4,31,1,1,1,32,-4.18e-06
1253,1,31,1,1,2,32,-0.0
1254,2,31,1,1,2,32,-0.20792923
1255,3,31,1,1,2,32,-0.01845474
1256,4,31,1,1,2,32,-0.0003296
1257,1,31,1,1,3,32,0.0
1258,2,31,1,1,3,32,-0.0
1259,3,31,1,1,3,32,-0.18817964
1260,4,31,1,1,3,32,-0.01124965
1261,1,31,1,1,4,32,-0.0
1262,2,31,1,1,4,32,0.0
1263,3,31,1,1,4,32,-0.0
1264,4,31,1,1,4,32,-0.14323225
1265,1,31,1,1,5,32,-0.0
1266,2,31,1,1,5,32,-0.0
1267,3,31,1,1,5,32,-0.0
1268,4,31,1,1,5,32,-0.0
1269,1,32,1,1,1,31,0.36387867
1270,2,32,1,1,1,31,0.01904223
1271,3,32,1,1,1,31,2.211e-05
1272,1,32,1,1,2,31,0.0
1273,2,32,1,1,2,31,0.32115641
1274,3,32,1,1,2,31,0.01133779
1275,1,32,1,1,3,31,-0.0
1276,2,32,1,1,3,31,-0.0
1277,3,32,1,1,3,31,0.24414458
1278,1,32,1,1,4,31,0.0
1279,2,32,1,1,4,31,0.0
1280,3,32,1,1,4,31,0.0
1281,1,32,1,1,1,32,-0.01056499
1282,2,32,1,1,1,32,-0.00066342
1283,3,32,1,1,1,32,-5.53e-06
1284,1,32,1,1,2,32,-0.02295588
1285,2,32,1,1,2,32,-0.00821859
1286,3,32,1,1,2,32,-0.00031154
1287,1,32,1,1,3,32,0.0
1288,2,32,1,1,3,32,-0.04270965
1289,3,32,1,1,3,32,-0.00644421
1290,1,32,1,1,4,32,-0.0
1291,2,32,1,1,4,32,0.0
1292,3,32,1,1,4,32,-0.04923643
1293,1,32,1,1,5,32,0.0
1294,2,32,1,1,5,32,-0.0
1295,3,32,1,1,5,32,0.0
1296,1,32,1,1,1,33,-0.20864401
1297,2,32,1,1,1,33,-0.01862159
1298,3,32,1,1,1,33,-0.00035313
1299,1,32,1,1,2,33,-0.0
1300,2,32,1,1,2,33,-0.18293622
1301,3,32,1,1,2,33,-0.01176902
1302,1,32,1,1,3,33,0.0
1303,2,32,1,1,3,33,-0.0
1304,3,32,1,1,3,33,-0.13927551
1305,1,32,1,1,4,33,-0.0
1306,2,32,1,1,4,33,-0.0
1307,3,32,1,1,4,33,-0.0
1308,1,33,1,1,1,32,0.37721566
1309,2,33,1,1,1,32,0.03817907
1310,3,33,1,1,1,32,0.00014044
1311,4,33,1,1,1,32,-3.6e-06
1312,1,33,1,1,2,32,0.0
1313,2,33,1,1,2,32,0.35243125
1314,3,33,1,1,2,32,0.02144448
1315,4,33,1,1,2,32,4.014e-05
1316,1,33,1,1,3,32,-0.0
1317,2,33,1,1,3,32,0.0
1318,3,33,1,1,3,32,0.31799435
1319,4,33,1,1,3,32,0.01228849
1320,1,33,1,1,4,32,0.0
1321,2,33,1,1,4,32,-0.0
1322,3,33,1,1,4,32,-0.0
1323,4,33,1,1,4,32,0.24197702
1324,1,33,1,1,5,32,-0.0
1325,2,33,1,1,5,32,-0.0
1326,3,33,1,1,5,32,0.0
1327,4,33,1,1,5,32,-0.0
1328,1,33,1,1,1,33,0.0
1329,2,33,1,1,1,33,-0.02362633
1330,3,33,1,1,1,33,-0.00825822
1331,4,33,1,1,1,33,-0.00032803
1332,1,33,1,1,2,33,0.0
1333,2,33,1,1,2,33,0.0
1334,3,33,1,1,2,33,-0.04063432
1335,4,33,1,1,2,33,-0.00659605
1336,1,33,1,1,3,33,-0.0
1337,2,33,1,1,3,33,-0.0
1338,3,33,1,1,3,33,0.0
1339,4,33,1,1,3,33,-0.04681835
1340,1,33,1,1,4,33,0.0
1341,2,33,1,1,4,33,0.0
1342,3,33,1,1,4,33,0.0
1343,4,33,1,1,4,33,0.0
1344,1,33,1,1,1,34,-0.21372848
1345,2,33,1,1,1,34,-0.03382537
1346,3,33,1,1,1,34,-0.00096059
1347,4,33,1,1,1,34,-5.98e-06
1348,1,33,1,1,2,34,-0.0
1349,2,33,1,1,2,34,-0.19513345
1350,3,33,1,1,2,34,-0.02016887
1351,4,33,1,1,2,34,-0.00041792
1352,1,33,1,1,3,34,0.0
1353,2,33,1,1,3,34,-0.0
1354,3,33,1,1,3,34,-0.17742624
1355,4,33,1,1,3,34,-0.01228953
1356,1,33,1,1,4,34,-0.0
1357,2,33,1,1,4,34,-0.0
1358,3,33,1,1,4,34,-0.0
1359,4,33,1,1,4,34,-0.13524624
1360,1,33,1,1,5,34,0.0
1361,2,33,1,1,5,34,-0.0
1362,3,33,1,1,5,34,-0.0
1363,4,33,1,1,5,34,-0.0
1364,1,34,1,1,1,33,0.35770509
1365,2,34,1,1,1,33,0.02192152
1366,3,34,1,1,1,33,5.393e-05
1367,1,34,1,1,2,33,-0.0
1368,2,34,1,1,2,33,0.31481106
1369,3,34,1,1,2,33,0.01326606
1370,1,34,1,1,3,33,0.0
1371,2,34,1,1,3,33,0.0
1372,3,34,1,1,3,33,0.23961169
1373,1,34,1,1,4,33,-0.0
1374,2,34,1,1,4,33,-0.0
1375,3,34,1,1,4,33,0.0
1376,1,34,1,1,1,34,-0.01094803
1377,2,34,1,1,1,34,-0.00078839
1378,3,34,1,1,1,34,-7.68e-06
1379,1,34,1,1,2,34,-0.02052292
1380,2,34,1,1,2,34,-0.00859157
1381,3,34,1,1,2,34,-0.00037961
1382,1,34,1,1,3,34,0.0
1383,2,34,1,1,3,34,-0.03859766
1384,3,34,1,1,3,34,-0.00674151
1385,1,34,1,1,4,34,0.0
1386,2,34,1,1,4,34,0.0
1387,3,34,1,1,4,34,-0.04451154
1388,1,34,1,1,5,34,-0.0
1389,2,34,1,1,5,34,-0.0
1390,3,34,1,1,5,34,0.0
